speaker	recording	vowel	label	F0	F1	F2	include
J	04	9	A:	121.23962505536117	593.6988325820199	1029.493927257001	1
J	04	10	a	115.07833165720184	499.2776053327052	1324.7872204904677	1
J	04	11	a	110.0263749400906	457.5165700806401	1117.842537351559	1
J	04	12	o:	99.53851180728275	503.5546894604498	958.1849518819749	1
J	04	13	e:	95.25814881409282	523.3505492869921	1480.815920772224	1
J	04	14	E	--undefined--	424.06836779609495	1498.9610947139854	0
J	04	15	u:	99.66285069539863	453.55801609794474	1261.894437462178	1
J	04	16	a	59.27767680859604	616.8796526640688	1147.9308345387801	1
J	04	17	A:	103.7397625385065	569.0028459550101	1077.440708488395	1
J	04	18	O	115.67428000296904	519.3686430673434	902.3455627604329	1
J	04	19	E	92.15338661059852	519.1802224632469	1432.82067828503	1
J	04	20	E	94.89225036308683	448.1518586194175	1737.8514535492866	1
J	04	21	@	93.99245027720062	436.9816821396289	1667.5835575365948	1
J	04	22	u:	50.01118780837284	434.7990472067357	1145.0004171481726	1
J	04	23	I	97.75462836935914	422.93874818370836	1555.5248219711411	1
J	05	0	a	56.307299493504544	605.9553718345458	1128.6735174323585	1
J	05	1	2	89.74944126655387	503.1598502078328	1306.7097085493333	1
J	05	2	2	128.79651747400112	531.2112348237704	1252.0280260095537	1
J	05	3	e:	125.34598471040563	539.7881642465375	1416.0637072640636	1
J	05	4	u:	125.91225389934564	530.9454192444513	1362.7891051139652	1
J	05	5	u:	114.89561088985234	469.84931031582505	1303.9693041737453	1
J	05	6	e:	107.82736090689406	444.9451059724005	1742.4738009878697	1
J	05	7	a	107.03213135646772	503.6354590979575	1472.2922574302515	1
J	05	8	a	110.85284801872218	489.9023700474023	1514.5241034789738	1
J	05	9	e:	109.66716273581005	479.7637004797845	1720.3321267514846	1
J	05	10	a	109.3481806265813	622.3644674084595	1289.7926126636373	1
J	05	11	@	84.3251751180507	528.694562322423	1444.894288012054	1
J	05	12	O	110.99688361033317	417.38523979190893	1123.0583263661454	1
J	05	13	a	108.69036624646546	496.90752217492354	1208.048387168951	1
J	05	14	a	104.70370799092319	639.103206367885	1297.4791517569868	1
J	05	15	a	98.4546139467705	629.8684443136265	1238.8195255244088	1
J	05	16	O	118.77441660708028	533.0302548162479	1176.2858615691994	1
J	05	17	O	108.09766802411457	495.2117768823025	1042.083179475265	1
J	05	18	a	102.69719207436287	577.6594019200529	1425.6262726688606	1
J	05	19	i:	97.40902397439494	363.590804935756	1821.5093962528945	1
J	05	20	E	110.77665606826827	443.447939491375	1347.5284630292688	1
J	05	21	E	114.17949530407348	448.5525312248038	1649.8139626193051	1
J	05	22	@	113.91127854409547	444.2929067610259	1647.1795383091535	1
J	05	23	a	111.35908208048652	578.3874646116602	1317.0313679162023	1
J	05	24	u:	121.03316931506058	450.76493409508055	1361.2962435954025	1
J	05	25	a	119.39650815980157	545.33261610962	1278.9454697082065	1
J	05	26	A:	88.88089990194393	559.6394970379606	1069.3466339277359	1
J	05	27	O	55.46767258857371	496.47410583027477	1039.5227376387404	1
J	05	28	a	106.84938868591011	516.5925221704396	1384.6337521985524	1
J	05	29	u:	116.69581677231201	481.35393792352556	1058.7772343025026	1
J	05	30	@	100.8292472558371	589.5401152515572	1298.6838415390093	1
J	05	31	E:	50.09062362256452	560.3507464707171	1472.3863112390172	1
J	05	32	e:	108.95964932580932	448.4425930974131	1774.3820899034608	1
J	05	33	I	100.04680954199124	531.6816083656939	1721.46531057418	1
J	05	34	2:	53.745971241619976	576.6600351496344	1224.9784963121976	1
J	06	0	}:	124.41052281145807	398.2020680001208	1491.527385214526	1
J	06	1	A:	103.55623596465003	573.5747204339417	1036.1470440326345	1
J	06	2	a	132.45437229250206	604.5076605150032	1180.394547149742	1
J	06	3	@	126.66838571094222	496.2170705608066	1318.1599306519004	1
J	06	4	O	112.77130750383427	495.8014124808969	1000.593968210907	1
J	06	5	@	107.50203291917063	465.5061935264978	1349.4366928650052	1
J	06	6	E	109.0506069679171	517.1876107278008	1454.4263919907753	1
J	06	7	@	52.82977115741269	540.875513783748	1161.3119908372066	1
J	06	8	a	52.358518093725586	517.6383019436588	1174.9811355540078	1
J	06	9	}:	116.71130118488941	415.17843382863794	1359.1337184035763	1
J	06	10	E	115.70847421579981	443.8350747464564	1367.9131500247363	1
J	06	11	A:	128.11420811336066	559.8040641222951	1092.74249334857	1
J	06	12	E	62.06302972756016	572.3242939549589	1462.1068366210375	1
J	06	13	@	57.85580243024862	563.7800425114547	1307.5628467886565	1
J	06	14	a	105.91671576169941	591.647801441298	1183.9175359696326	1
J	06	15	a	103.39101703881893	571.9481996157215	1096.8319152077913	1
J	06	16	a	112.07831567436617	446.35131811846645	1203.9454179153947	1
J	06	17	2:	112.99365110471764	572.4494867266874	1320.2715408520655	1
J	06	18	I	116.16327720932563	425.507478424107	1793.2394599953416	1
J	06	19	I	110.41706583550105	418.4400512095091	1781.3100840132681	1
J	06	20	a	67.98439606972943	639.5526748866718	1270.409058586192	0
J	06	21	e	54.32659131416079	516.8025841509108	1629.2256303573765	0
J	06	22	a	111.77790190231363	603.6871598704918	1371.7304387988027	1
J	06	23	a	55.52300181966439	529.5942430259	1271.905317190528	1
J	06	24	u:	115.43274646535862	504.42263004695934	997.2878229618884	1
J	06	25	u:	113.7704117263739	435.35655450901083	1532.7860329243154	1
J	06	26	e:	116.15402470860784	367.7538692375293	1875.182225130011	1
J	06	27	a	113.10146922720581	492.1443789344615	1607.1139137136015	1
J	06	28	e:	112.47149561626969	465.94450673862434	1617.719440377035	1
J	06	29	O	110.70616819266564	609.0898844404409	1123.6945753383666	1
J	06	30	i:	111.73241385824133	338.4324832961005	1931.9131336266012	1
J	06	31	O	104.60401377289294	422.7795752785018	1051.3646486759415	1
J	06	32	a	112.87057437164584	646.9692915983748	910.5776682696419	1
J	06	33	a	104.56875043423032	564.6120584681773	1111.131490484076	1
J	06	34	E:	112.97407905911952	576.4153541332942	1388.5136130970072	1
J	06	35	@	--undefined--	425.56636366292446	1708.878818820237	0
J	06	36	e:	102.41234884322094	473.067482224484	1494.3108625942439	1
J	06	37	o:	117.20773929869563	483.3514919537851	1043.1540870123379	1
J	06	38	@	104.0202786214682	495.8330000428382	1327.2540634840784	1
J	06	39	a	94.17511351370285	539.0796901238127	1182.965727221913	1
J	06	40	i:	111.33451063588278	329.95923634133794	1939.0107909069359	1
J	06	41	A:	108.1769329907164	553.376598553077	1277.4109149813155	1
J	06	42	@	50.19318483225021	498.8529856548197	1517.6979954303772	1
J	06	43	a	59.94384662753467	590.6322613260016	1307.5550460042098	1
J	06	44	a	122.62602202419116	515.2946265226389	1374.8730505966505	1
J	06	45	@	121.12549777871833	474.4988738726724	1307.5049946205022	1
J	06	46	2	60.39770752131867	513.4805601920601	1619.240207542466	1
J	06	47	I	103.5664506482773	490.24024756256216	1661.5010923819593	1
J	06	48	a	101.71983465282281	571.954162196468	1292.8655298409155	1
J	06	49	o:	111.75876977601327	469.11029481277745	1010.424064015297	1
J	06	50	E:	74.73633481000702	577.298432247029	1453.8202951153855	1
J	06	51	@	105.32653823181235	461.39119743181686	1434.3504547221212	1
J	06	52	a	52.34030524053966	658.6201689069628	1186.795252394336	1
J	06	53	u:	95.59655088624187	427.07728085896133	831.4252553502316	1
J	06	54	u:	107.18411738598334	431.220755114909	1070.4937822401737	1
J	06	55	u:	--undefined--	445.3393396705524	1549.0337049171019	1
J	06	56	e:	95.32532807424346	399.3503916880209	1925.7636419624628	1
J	06	57	a	66.54723722937155	553.1132886575282	1424.7208198931255	1
J	07	0	a	--undefined--	485.0709594746957	1304.154018544266	0
J	07	1	I	132.1785515963388	428.16529785441827	1762.9421459800362	1
J	07	2	a	128.7173597210462	495.910177669337	1415.6655564043747	1
J	07	3	u	125.28408225789636	497.7042608694707	1322.4768664789267	1
J	07	4	I	123.39753710761329	481.91868031129377	1605.4278366970993	1
J	07	5	I	118.67035085490814	446.34940706433696	1596.2607004034978	1
J	07	6	E:	132.79544121442967	639.4161474939307	1351.2063874250575	1
J	07	7	Y	122.69997419028394	444.52744518795714	1569.3818228176335	1
J	07	8	e:	126.0403290436263	461.57656227214727	1587.5113576746446	1
J	07	9	i:	116.33766360886646	374.32151078488494	1924.037325321912	1
J	07	10	E:	64.48196148295943	466.5248511046185	1740.6345183366086	1
J	07	11	e:	117.30556764493977	463.51101765905617	1664.2801299356524	1
J	07	12	e:	55.60413849310374	457.71504104208395	1584.9538760722035	1
J	07	13	I	106.69973520184067	370.979688837285	1599.6331838316426	1
J	07	14	2:	57.140829147486365	552.745375283277	1257.20728205358	1
J	07	15	i:	53.34037243556188	492.99122979909055	1381.38181669782	0
J	07	16	E	75.46166391836619	491.8345469195754	1426.4950579132935	1
J	07	17	E:	101.89002816213494	637.8376676155555	1379.225013928357	1
J	07	18	I	100.40216230647168	406.261248567988	1610.079393265259	1
J	07	19	u	103.31029585881446	491.03962099729665	1280.095305121691	1
J	07	20	a	102.23207747587021	537.7372698575041	1149.1386903156927	1
J	07	21	u:	109.4489407987426	437.5374901035157	1040.9898380079596	1
J	07	22	@	62.26549421363038	566.0513450317166	1185.9438007258711	1
J	08	0	e:	60.27027324672274	432.406070770855	1628.3863766889176	1
J	08	1	e:	121.93455681275692	440.22076149718725	1788.3542528509665	1
J	08	2	@	111.2085651027583	486.7528944834356	1506.0227145514737	1
J	08	3	I	118.46540804245396	451.2621335509435	1805.55720909062	1
J	08	4	@	109.3952349990619	532.5783346177191	1597.0989831482298	1
J	08	5	A:	117.1451693277999	640.1078537212167	1168.9274247749784	1
J	08	6	E	--undefined--	452.4259964449726	1762.4368976519577	1
J	08	7	@	--undefined--	430.39824476280177	1742.2505548632078	1
J	08	8	u:	51.0394787766003	458.7341610863259	1515.7057788522723	1
J	08	9	I	105.51401678989387	408.5010756110964	1454.0953509735846	1
J	09	0	a	126.64884535328054	599.6252487942461	1198.6841871619715	1
J	09	1	i:	127.61174585185337	377.4162696939408	1830.908256542027	1
J	09	2	I	63.44801862516458	434.17374500697133	1671.7382461876996	1
J	09	3	I	58.83741203409893	437.85832990881465	1628.7180814644632	1
J	09	4	I	99.13719693797441	476.0287558645164	1901.137507868316	1
J	09	5	a	119.52833779745515	539.1875800402271	1518.8075883202487	1
J	09	6	E	125.52243864946566	500.9097295741828	1668.1550935630403	1
J	09	7	@	113.01058819234267	496.58457811138555	1621.1201829639572	1
J	09	8	o:	106.76878823421877	523.2878026133684	1041.8052178648095	1
J	09	9	a	114.26128614501877	639.5812999529356	1161.6869295029921	1
J	09	10	E	108.35889573363248	490.8673968681984	1408.2410254152496	1
J	09	11	u:	118.12923820477171	456.62442480183904	1152.2922085178952	1
J	09	12	u	61.61692704829428	489.0912458687701	1239.617599276861	1
J	09	13	a	72.39587529117013	570.5495697713917	1360.974244595327	1
J	09	14	E	111.38377883611908	504.96393653149266	1519.3132297386237	1
J	09	15	O	111.93725667244044	447.03479386882753	1379.3656837579204	1
J	09	16	i:	118.82151615337806	362.9593408153854	1909.575783819233	1
J	09	17	@	95.70397452540658	597.3068681709234	1568.308864157109	1
J	09	18	E:	99.53099240535536	655.4831974059219	1366.486096813101	1
J	09	19	o:	105.84183125630865	450.29293892665675	1149.9441402362456	1
J	09	20	E:	108.31466866918944	587.2511246748142	1469.3317566647356	1
J	09	21	a	104.30676093883741	542.5352702412171	1488.4256523573824	1
J	09	22	a	--undefined--	594.577850230153	1284.6187588972678	1
J	09	23	a	100.38631262794976	519.7249243201376	1109.8460429920506	1
J	09	24	e:	61.303475231524494	503.3657192615885	1702.4072761029356	1
J	10	0	E	118.96369395420464	471.6227550789578	1397.6929875241278	1
J	10	1	y:	67.29547888916763	377.2902807439555	1747.708769322901	1
J	10	2	O	--undefined--	465.2547156736601	1289.7548354161763	1
J	10	3	E	126.65774057527396	524.1193654041078	1529.2298352927062	1
J	10	4	A:	129.86550307617875	616.6983576530153	1211.7811031892502	1
J	10	5	a	121.0042733339685	545.5331865858861	1363.303519556661	1
J	10	6	O	125.8225140794459	532.5874803472424	982.7338297206943	1
J	10	7	a	78.67967941472267	618.9097604503694	1147.5787894479981	1
J	10	8	A:	108.44914322399546	503.65589959439643	1407.7435983546472	1
J	10	9	e:	115.99392036122768	509.24111248466056	1608.2148635015128	1
J	10	10	O	110.28334499494584	590.2646065131239	1059.8729205642217	1
J	10	11	2:	109.65769857525113	539.399009752945	1328.5160887463267	1
J	10	12	y:	123.45208058565689	445.08700691269473	1725.6764514843346	1
J	10	13	a	125.24379815211755	510.6495546331098	1549.8814822966754	1
J	10	14	u:	91.15538814044308	431.8936473031089	1039.7665584427405	1
J	10	15	a	90.7155542584697	600.4006870038473	1227.6350825250058	1
J	10	16	2:	106.75181332680131	611.7426645656728	1191.4290167041383	1
J	10	17	I	113.82642966271425	483.4126601114739	1803.7553151733941	1
J	10	18	A:	67.80727768065957	627.1864499076014	1463.2424323217026	1
J	10	19	o:	64.14474282758789	508.1615748329922	910.069838451946	1
J	10	20	A:	116.61596261304146	580.4556068089543	1105.5870139058914	1
J	10	21	a	110.3118196535287	594.9631213217327	1405.5211228410685	1
J	10	22	E	103.17610242554908	551.3066969108874	1502.319571058312	1
J	10	23	@	102.34872127223824	529.9977456101905	1361.219054276105	1
J	10	24	a	101.77684047061392	585.4188032305332	1276.73037496442	1
J	10	25	u:	112.21018915049476	483.1715549305327	1203.2054976179852	1
J	10	26	u:	111.91999633688675	505.4643611915799	1312.2262073092977	1
J	10	27	e:	110.98985281296702	409.3171656991914	1850.134451120238	1
J	10	28	a	103.83682470515107	481.2606077924799	1720.2269398832807	1
J	10	29	e:	127.94107988792824	532.6635038054134	1672.6547981593383	1
J	10	30	O	116.69648944346086	600.2765443878435	1386.5174897508446	1
J	10	31	2:	61.61984277999662	578.6184950269272	1250.3615002416075	1
J	10	32	@	114.45962348633566	446.6045909849043	1512.5800056382254	1
J	10	33	I	105.29005104212006	423.169077051165	1601.034854515789	1
J	10	34	i:	120.53587127634374	365.4060675112179	1870.3962032763684	1
J	10	35	I	115.73846986733619	405.2001838971342	1571.4458489961523	1
J	10	36	a	111.72171831884903	626.3864204384963	1267.334507873887	1
J	10	37	u	72.53279021140276	476.4191054589203	1335.6480856188416	1
J	10	38	a	108.01168421074625	527.1394070698449	1255.0655021180871	1
J	10	39	@	--undefined--	464.60392035004645	1464.0963403436815	1
J	10	40	E:	56.42594473876766	628.1657073946163	1344.569630566737	1
J	10	41	a	53.77627909172275	598.3025620276654	1047.1347359704844	1
J	10	42	@	55.24742689121482	486.2342101626007	1390.602200347605	1
J	10	43	E	108.85773001247127	514.3485676160816	1454.6589373482275	1
O	01	0	u:	189.47848368662505	382.7520332613957	856.0178437946827	1
O	01	1	I	114.25931522108094	499.5259114768574	1863.7457650010838	1
O	01	2	A:	106.37944626624146	586.0967735641228	874.3833868264269	1
O	01	3	a	100.02543489234172	605.535975727104	1299.4385711250798	1
O	01	4	2	99.30631660535155	555.691516698498	1109.3709281503736	1
O	01	5	U	107.12547368598271	415.09992185765844	1126.033848458655	1
O	01	6	A:	112.49511058289302	591.1375124820399	815.4206193057895	1
O	01	7	a	123.15902959228599	577.8326702725652	1441.593979427483	1
O	01	8	a	111.318885086147	513.3621975277354	1250.556834792646	1
O	01	9	o:	270.5177744140071	540.635854431634	1126.694663646597	1
O	02	0	Y	150.53075613912947	427.7412517140045	1828.6100301255917	1
O	02	1	a	157.331995962991	589.1743317183842	1472.372246433596	1
O	02	2	E	145.20058882510824	530.7813808770571	1529.3917774238062	1
O	02	3	I	140.54562365147265	421.1204119024755	1516.5686493043884	1
O	02	4	E	86.02861210989619	595.291512353366	1402.9982618326753	1
O	02	5	A:	131.61635507171187	590.301035289512	1305.954031590523	1
O	02	6	I	137.47432771995776	421.3889716811852	1541.189898238406	1
O	02	7	i:	130.3029742974542	500.843031693602	1853.678609025947	1
O	02	8	u:	102.54902151886706	441.9941208428584	925.2287119790454	1
O	02	9	I	137.29832438597222	515.9195411824152	1699.4685724561946	1
O	02	10	A:	116.8282231814411	592.486034561705	900.5785204102243	1
O	02	11	a	117.58776976068819	584.8334345742812	1363.9966508981254	1
O	02	12	2:	112.59694204110677	550.3038812417	1144.2487797802214	1
O	02	13	E	109.47560590192357	497.3451277887884	1757.529107668629	1
O	02	14	U	112.93100567453943	437.4161096210341	1170.269236518084	1
O	02	15	A:	131.92382504960332	555.380237224985	845.9934258134907	1
O	02	16	a	132.09403577083302	544.6521124274477	1501.6011433711155	1
O	02	17	a	118.68683414796743	484.0046370694283	1232.5578868267728	1
O	02	18	o:	136.5275664848457	497.3237252407362	770.2275346862795	1
O	02	19	o:	132.77231627940782	543.6108498900853	813.2538703051838	1
O	02	20	I	138.16430627079126	421.1135897416874	2308.765025070751	1
O	02	21	@	119.99332154321921	475.7279313700055	1654.0711446928292	1
O	02	22	E:	113.02702765540178	631.2815232530154	1338.7044438926755	1
O	02	23	@	113.80582624952063	535.3422621890109	1529.306872250606	1
O	02	24	Y	113.89822764815963	421.3220714123243	1941.1029810454927	1
O	02	25	a	108.50534660300683	542.9557582190253	1517.7725369726209	1
O	02	26	o:	96.99696918719141	440.8554677623545	786.4539045693739	1
O	02	27	E	111.40423735946851	575.2278963816743	1281.9734292581945	1
O	02	28	I	112.52807328791506	359.9341265172875	2297.705728150642	1
O	02	29	O	114.9242749572871	445.0189607947712	1160.7501679021632	1
O	02	30	A:	130.17149668657274	567.7641765633379	966.9198887571653	1
O	02	31	I	132.0435697556369	393.15855044712873	1792.3805709802593	1
O	02	32	2:	111.87008630974564	572.6816486603261	1309.8000077209929	1
O	02	33	I	107.44562155109021	489.2358754745764	2199.3735101776147	1
O	02	34	o:	106.07197846258016	465.32657815215265	990.9486705917607	1
O	02	35	i:	100.32046269688281	398.16623396115136	1808.382833770046	1
O	02	36	@	104.16106144603005	498.6395411662956	1481.3873259104666	1
O	02	37	i:	55.08592161747791	404.0524270990745	1814.1517636419217	1
O	02	38	u:	103.22811589366005	417.64975104049256	956.0128221086479	1
O	02	39	u:	109.09092335051943	456.7629010737023	1153.4745948117761	1
O	02	40	e:	128.85666581680476	445.15378113295617	2059.2414111387534	1
O	02	41	a	65.38455255157705	605.4942547092932	1558.5465974830474	1
O	03	0	a	157.0402627089611	644.477199227432	1224.0084543208766	1
O	03	1	A:	126.05407980358478	587.4777444661537	831.8368788947315	1
O	03	2	a	104.79925795779253	587.5342125739859	1246.2357856020355	1
O	03	3	I	104.50612389830319	344.57849204152586	1236.5014390385634	1
O	03	4	I	103.13808479588147	437.999307882879	1932.9973021097487	1
O	03	5	a	255.98636702500588	579.8112755755161	1584.754322265355	1
O	03	6	o:	140.4418960914745	483.492085478482	765.8505908938386	1
O	03	7	O	81.065147490344	536.874211883379	850.3842452457309	1
O	03	8	A:	93.8272227532819	575.521731421744	833.7204814760279	1
O	03	9	o:	148.03610625413597	489.82746173917616	880.6609434381103	1
O	03	10	@	149.08338099874842	503.68357727639795	1429.0494247157142	1
O	03	11	o:	112.65537227666373	514.8189023689844	916.9182215712815	1
O	03	12	e:	140.11578910081192	467.9031876345901	2055.073371603361	1
O	03	13	o:	99.61117883266101	472.469215439986	814.0519347590922	1
O	03	14	E:	127.1093662052399	617.6177029034271	1493.4374421617308	1
O	03	15	@	114.4230831702617	520.0021917639357	1622.9368680163159	1
O	03	16	O	114.61424507199166	520.2097731776617	1074.8619401896729	1
O	03	17	I	113.29655548118922	419.6763851839979	1746.0927045883784	1
O	03	18	e:	120.71490002997261	488.3417450220749	2145.6558503470023	1
O	03	19	a	112.11985157479859	546.5060436099727	1583.4627468264246	1
O	03	20	a	108.04941377297766	574.0896125548414	1462.87123107779	1
O	03	21	Y	132.05050778744246	352.78411424038416	2167.7648884733926	1
O	03	22	@	137.49060633131145	424.8766334599123	1795.2704465104907	1
O	03	23	I	130.04519420458803	390.38391458527826	2192.428907916138	1
O	03	24	a	129.0391803216491	537.9804954132675	1837.2103963061193	1
O	03	25	@	286.8898527554712	566.9005182509669	1660.7023340129913	1
O	03	26	E	156.93486271188598	560.2447705710849	1810.2357794617749	1
O	03	27	a	119.68163688391199	508.9802270159903	1658.7512653303866	1
O	03	28	e:	121.83827771893469	491.1810214707185	1985.8586468122435	1
O	03	29	a	111.71127200530816	594.23795573751	1526.7803319207237	1
O	03	30	O	105.68105960770885	546.8729174452453	1081.9653139287705	1
O	03	31	I	123.98321823309372	409.85808429253365	2141.8165507011713	1
O	03	32	@	--undefined--	570.155192708383	1352.3987240112983	1
O	04	0	a	151.25594808487665	692.608813048823	1282.7197238491376	1
O	04	1	@	157.96406145200928	548.4488167873993	1482.9168055409548	1
O	04	2	E:	112.94925455152698	680.4636066592797	1485.6474087897452	1
O	04	3	a	122.43362678130309	553.6184966264395	1669.666843141175	1
O	04	4	e:	112.09283265208981	497.4977306390923	1899.854051072011	1
O	04	5	a	106.38800503619728	510.4347117225176	1345.2077000285026	1
O	04	6	I	112.31729247510931	417.5849883897639	1613.533945092164	1
O	04	7	E	109.217881741979	485.1243880526585	2116.324260035299	1
O	04	8	U	118.75523461887926	440.9292150395233	1051.0235170482636	1
O	04	9	A:	143.07690423590256	549.683835836949	793.927240507127	1
O	04	10	a	139.15811295019597	535.7927464750078	1519.0347964933146	1
O	04	11	a	126.42291907630133	496.8778168645849	1216.8739915402764	1
O	04	12	o:	117.51046273797441	473.9814339265638	794.8012380103374	1
O	04	13	e:	112.87807882653212	523.492934415325	1842.56720311348	1
O	04	14	E	110.14563363259983	509.57925444407306	1364.2468886318302	1
O	04	15	u:	147.1011958562336	429.7736755322736	960.157841482646	1
O	04	16	a	115.77202052342942	610.7767762237406	1298.8365942372197	1
O	04	17	A:	111.21624449487709	567.764392429497	1127.438490063192	1
O	04	18	O	130.336363109224	551.557291822037	748.985610805672	1
O	04	19	E	286.0053081411907	562.0742292565797	1341.7777424121632	1
O	04	20	E	105.09680459191303	422.70796186807587	1692.7095101584257	1
O	04	21	@	92.75287637802713	453.06351342668773	1791.5224676612445	1
O	04	22	u:	53.471992158255716	430.11656040715343	937.9682719822329	1
O	04	23	I	85.58140544311385	511.5713635371679	1588.3425300822025	1
O	05	0	a	127.09307702960105	630.440895283482	1038.4784643482376	1
O	05	1	2	137.4229997220638	504.94962919862695	1255.658266892999	1
O	05	2	2:	165.86595313314245	504.36637454233056	1433.5690430544225	1
O	05	3	e:	173.50679710348157	527.7656042992593	1402.8759506662254	1
O	05	4	u:	151.47019431464017	424.41498567027475	1010.5254071983868	1
O	05	5	u:	120.12409015109142	447.4576810257842	1315.8777719683023	1
O	05	6	e:	110.13833930153638	426.0201675956447	2209.0032124423274	1
O	05	7	a	106.37955514883404	543.532508476627	1764.5461086875687	1
O	05	8	a	112.14265149603054	526.925509810719	1783.3391691896584	1
O	05	9	e:	108.0237469096361	470.7453794529307	2141.9005949606167	1
O	05	10	a	115.49797492817528	603.2498080192185	1387.6045601577666	1
O	05	11	@	155.86056484040583	584.3695599196869	1386.5761425928629	1
O	05	12	O	120.72722241697551	562.4916945415	982.5495682772857	1
O	05	13	a	111.1568325170711	576.6785084239889	1232.8760873900292	1
O	05	14	a	108.68826580457703	638.0254632369023	1324.4904537652553	1
O	05	15	a	104.33684342367864	618.8864432787909	1198.7892183753731	1
O	05	16	O	139.52404370290782	489.9238707812355	1017.0456695364364	1
O	05	17	O	130.39259006227923	489.7936451375843	799.1819643703723	1
O	05	18	a	108.69557708558823	529.9620645824903	1634.9312181149764	1
O	05	19	i:	--undefined--	430.1599882673933	1729.9838012848672	1
O	05	20	E	118.09824924545053	560.7343519916265	1467.011502006332	1
O	05	21	E	128.07816832253863	445.0261919046893	1749.9454963506719	1
O	05	22	@	125.40293018239909	493.37516041156897	1751.3889179465173	1
O	05	23	a	56.632160957206565	636.7517002297616	1298.7521973533321	1
O	05	24	u:	137.49519998001733	376.735068399608	745.2135040791634	1
O	05	25	a	151.11837846516403	581.269162444392	1340.5749420918382	1
O	05	26	A:	122.42643091101276	585.2366549078917	1107.7666404997553	1
O	05	27	O	78.08699113016334	517.6646788818293	1021.8322192837628	1
O	05	28	a	110.50105435227479	551.737165383864	1398.7641853268672	1
O	05	29	u:	132.31562471504122	467.60304219477194	791.2236716053089	1
O	05	30	@	122.74622119192551	555.2120393485515	1500.7825674763606	1
O	05	31	E:	107.4106558459953	597.8206844934252	1327.322407569935	1
O	05	32	e:	107.7634349350838	527.1945366569001	2137.961553470675	1
O	05	33	I	99.4609534211518	466.0085969890067	2214.6832892840666	1
O	05	34	2:	77.4506309227821	597.3917903899891	1320.8465738041382	1
O	06	0	}:	163.38458853396332	391.76587252384064	1699.9861511935478	1
O	06	1	A:	171.0239140380229	581.9180618245308	822.3562801191698	1
O	06	2	a	176.937550347539	565.8278629528301	955.8834455813995	1
O	06	3	@	173.96465929960212	511.32350424180004	1312.9628001826838	1
O	06	4	O	124.65850593200766	540.6768644350935	821.1291340411707	1
O	06	5	@	115.02754109119533	592.6115466519844	1513.8546124278573	1
O	06	6	E	133.6550775793004	588.8489758761424	1801.0589246059612	1
O	06	7	@	127.85149017041246	528.2257094654581	1426.3877125735883	1
O	06	8	a	112.59708107735446	609.9972358603976	1304.7537171944089	1
O	06	9	}:	126.21905797357599	386.09984092793724	1544.4230356223918	1
O	06	10	E	117.3930610484846	434.9919625705468	1262.7646257394128	1
O	06	11	A:	143.74719283832096	564.8699273576485	1075.4496340348326	1
O	06	12	E	142.84023926500043	544.2619347070876	1879.0431400346276	1
O	06	13	@	115.88879133451755	580.415543104918	1310.5674251455055	1
O	06	14	a	111.76614208981283	616.2583336898414	1290.6964799485243	1
O	06	15	a	114.34005804551872	591.7886035087047	1052.6748238705268	1
O	06	16	a	118.9521918576788	515.0031051416224	1221.4309935789793	1
O	06	17	2:	149.79424570129657	573.9172568946841	1228.2008773715854	1
O	06	18	I	140.59700427671618	420.06365350929684	2327.0469554486363	1
O	06	19	I	134.82170252915014	388.483677847189	2316.200472594851	1
O	06	20	E	142.97286688362587	467.1302784889397	2123.009672681901	1
O	06	21	I	109.26483469853018	494.5962263796503	1944.5317759764814	1
O	06	22	a	134.91928786028961	623.8004880425315	1414.7094862464476	1
O	06	23	a	118.89082508179422	613.671115746158	1336.032987936262	1
O	06	24	u:	130.65068752632973	399.3615779830525	895.190491346026	1
O	06	25	u:	--undefined--	470.6337943947559	1459.750317503059	1
O	06	26	e:	121.15049244874001	423.77668236077574	2158.3228032147595	1
O	06	27	a	114.43323638432159	553.6186255861485	1719.8773079466364	1
O	06	28	e:	147.0294340867631	440.9690149536312	2184.456787672935	1
O	06	29	O	192.04145421716674	551.345050341014	1247.6555543474444	1
O	06	30	i:	108.30525725414577	415.1025660001931	1979.6532623725718	1
O	06	31	O	138.0039183339285	528.224792776693	1151.7962864839922	1
O	06	32	a	122.33210157986704	585.7123423527194	913.282359766093	1
O	06	33	a	127.62727302966182	589.508607843036	1235.6266342321755	1
O	06	34	E:	128.9558558686002	548.0487926054115	1581.5439430955612	1
O	06	35	@	102.6271407450873	472.4256146608169	1941.0188088742377	1
O	06	36	e:	103.5086527608253	460.44805025916685	1608.4199504584203	1
O	06	37	o:	137.40986051346687	523.1817287110586	907.6639959297927	1
O	06	38	@	135.85674112599048	458.0624139930506	1363.1466267877854	1
O	06	39	a	117.03317442005876	661.9718370414616	1176.4612180638321	1
O	06	40	i:	119.97307659335675	373.70721813019657	1772.075766664301	1
O	06	41	A:	116.68316964380963	574.493790504428	1103.2937244762993	1
O	06	42	@	107.82509852388338	449.17181383875965	1418.8685276929143	1
O	06	43	a	131.78289129272576	612.4086389682045	1399.1135729428531	1
O	06	44	a	128.88824652128258	569.8701431980973	1574.756937903478	1
O	06	45	@	133.91813273963865	521.7803028674796	1567.7150435098463	1
O	06	46	2	123.70659501312618	503.1640749484851	1696.129393219499	1
