speaker	recording	vowel	label	F0	F1	F2	include
B	03	25	@	150.12518542796897	610.1342307094199	1354.8412152539097	1
B	03	26	E	168.77361548800377	682.0374482169732	1541.9230148701367	1
B	03	27	a	166.54590899815142	749.9123323948053	1458.2573498744732	1
B	03	28	e:	137.82425116217405	403.9674704358081	1510.4978927818738	1
B	03	29	a	150.96958135033387	607.942762683159	1117.04901889151	1
B	03	30	O	210.922673598277	576.2102908869757	1327.3058252888204	1
B	03	31	I	143.13310726150647	456.62974769252827	1498.6424640358864	1
B	03	32	@	103.69879312775878	730.4932279832143	1488.342326917528	1
B	04	0	a	206.9964139174223	764.1084743640402	1215.2606728063504	1
B	04	1	@	189.70614221321011	604.4301893688411	1494.342490550332	1
B	04	2	E:	137.82682734695254	681.4044824594178	1401.2714152575338	1
B	04	3	a	163.95392340825043	612.9662577292224	1401.058228713316	1
B	04	4	e:	160.88169428799839	586.6168602896562	1535.4515701488688	1
B	04	5	a	129.80954541629256	759.2103006171893	1327.1940209650222	1
B	04	6	I	174.8641999502838	392.3164622413843	1573.4384423490892	1
B	04	7	E	141.44972513514813	609.6127239741059	1502.1140253372275	1
B	04	8	U	141.30404241202197	383.30688925857044	1219.368435925937	1
B	04	9	A:	211.3862160758421	458.9952678948138	903.0247628093517	1
B	04	10	a	201.0350951288385	640.3987363298015	1348.4934560463753	1
B	04	11	a	162.23650315724024	689.722839667292	1219.3241928533002	1
B	04	12	o:	108.72833744270338	433.3422837177717	937.4156142723135	1
B	04	13	e:	134.32185517974196	654.7148982576617	1406.3409530332895	1
B	04	14	E	145.5123520527047	479.9011963519208	1477.282868482545	1
B	04	15	u:	206.73002823414922	417.75108555009774	1074.2500199411265	1
B	04	16	a	183.21318215633568	753.5695486391203	1191.8309276987345	1
B	04	17	A:	114.24773595072149	500.6523372889131	890.878356370991	1
B	04	18	O	114.70134638797155	504.5321420450596	1263.48355571295	1
B	04	19	E	101.95789380871213	547.7152403237766	1028.1360822817626	1
B	04	20	E	133.88033904503618	458.15050376437466	1554.3188085642062	1
B	04	21	@	107.59031322357748	408.5042764263651	1336.317957485113	1
B	04	22	u:	131.43232223809105	385.18126263803845	2020.5008266589086	1
B	04	23	I	132.45720949450276	308.3088767031803	2092.8085030489033	1
B	05	0	a	190.5494077471357	749.4747120757099	1193.1771957430797	1
B	05	1	2	177.31496215769351	448.6066952697513	959.6410278962217	1
B	05	2	2	222.91145456617298	451.0404321401819	1362.9406254356622	1
B	05	3	@	206.54806490414302	652.036466262994	1262.0939367052335	1
B	05	4	u:	197.42893062259455	454.55127341571756	1091.2347923994964	1
B	05	5	u:	106.79763244012204	378.94568381193113	1335.6799961329407	1
B	05	6	e:	100.3178612144557	466.2004592242385	1732.5084473920335	1
B	05	7	a	120.67915430836204	687.8597765759608	1241.8833062354388	1
B	05	8	a	115.18640957791716	340.41479298163233	1538.5873297145074	1
B	05	9	e:	118.86409846890005	533.7384502835049	1547.1183077460792	1
B	05	10	a	128.33795357223903	739.934696053143	1304.2245926632113	1
B	05	11	@	232.55421991761298	447.8407450547443	1333.6483433251344	1
B	05	12	O	176.99296965606592	642.3819600729818	1057.3574581079995	1
B	05	13	a	160.00096984730428	834.8066694345413	1249.5799686756145	1
B	05	14	a	167.43425534552307	728.969658080475	1287.3936689562258	1
B	05	15	a	109.33123295275001	699.2057785489677	1138.7850512842674	1
B	05	16	O	148.34205336891446	425.6915042445196	801.5841820546681	1
B	05	17	O	141.93666453350826	365.6350968223573	750.5807953417167	1
B	05	18	a	152.06733721724532	638.6589721619891	1190.3734918081477	1
B	05	19	i:	182.60209400033912	341.45124572989744	1944.5823305113327	1
B	05	20	E	181.1484957459532	578.5247111478479	1564.2063265377242	1
B	05	21	E	195.09013291216897	402.4043429159914	1637.0368200859696	1
B	05	22	@	131.0904925193	692.0112152820896	1273.6920510082923	1
B	05	23	a	147.86498877771328	659.4530900961081	1086.0656610992567	1
B	05	24	u:	187.22310175936582	371.7057230316883	1056.7864039925435	1
B	05	25	a	177.05112319134975	654.117773584917	1188.652208935222	1
B	05	26	A:	149.91519336632314	568.5725932536876	787.9714685400115	1
B	05	27	O	147.92705792109822	531.0160718913995	914.1441319822661	1
B	05	28	a	170.82207367307507	645.7293252672877	1227.2071661779953	1
B	05	29	u:	161.26534127180076	378.1407338341222	957.5733566692908	1
B	05	30	@	112.47653109121163	656.8945727980926	1219.1296846648838	1
B	05	31	E:	154.05160129407952	670.8203380537219	1272.4281445503082	1
B	05	32	e:	149.8203743471107	399.3966158413784	1492.7590993190054	1
B	05	33	I	114.39787375104642	345.08847687813295	1403.979036296511	1
B	05	34	2:	109.43841166374385	445.960204354803	1391.1904073985343	1
B	06	0	}:	219.76450457271923	391.5114252027101	1729.87932281305	1
B	06	1	A:	145.02619997787698	618.1384387118204	1136.6789303195758	1
B	06	2	a	139.13180187801575	682.2002871106096	1202.0044087982226	1
B	06	3	e:	197.43083983279845	400.22784200309985	1475.427724725971	1
B	06	4	O	206.20482605354422	480.7995121670215	809.6258971148407	1
B	06	5	@	175.222621819585	531.9020374925585	1239.550096326938	1
B	06	6	E	134.41371936806482	813.1826398503455	1876.9694830752355	1
B	06	7	@	162.60318782058843	408.97241328104985	1234.8039808673916	1
B	06	8	a	112.39656872806283	622.2950576114163	1544.4010934694484	1
B	06	9	}:	147.17464165684123	413.5194850523918	1712.4370452934377	1
B	06	10	E	142.84841008087952	377.2525038230076	1602.5900161775069	1
B	06	11	A:	130.68126845823335	710.2282689601869	1328.2040913209942	1
B	06	12	E	172.29790495703963	600.502726795565	1298.7070185262019	1
B	06	13	@	110.20392778915351	1184.9647122024635	1591.0487047489537	1
B	06	14	a	112.15766029791152	731.8322015145088	1422.6129553125277	1
B	06	15	a	101.4074419845553	693.1220937554988	1289.9077236755272	1
B	06	16	a	115.59436905755796	618.9472522940826	1299.1261939077417	1
B	06	17	2:	156.45476153549154	493.1725645793217	1147.0081056740505	1
B	06	18	I	157.69643936872507	357.0888453848768	1806.2061126424271	1
B	06	19	I	160.32646600948183	346.71753102074723	1427.1314873930435	1
B	06	20	E	140.85360624072396	418.2043245087638	1507.4109311131301	1
B	06	21	I	218.06025839249185	432.42760748929095	1395.6102415728224	0
B	06	22	a	193.99196966271637	659.8884492630702	1271.406066766133	1
B	06	23	a	149.78547972881947	683.8120250474992	1373.0248272141457	1
B	06	24	u:	202.068468867059	415.5257211441335	1033.0223717518816	1
B	06	25	u:	157.66925049351855	498.98300014224793	1811.459086925532	1
B	06	26	e:	154.82783588208963	337.60660792301996	1621.7547900741345	1
B	06	27	a	160.78253732636338	683.7173309226256	1252.7529517706198	1
B	06	28	e:	174.62521535491763	359.0096723755439	1824.733013591122	1
B	06	29	O	139.28450773335135	611.4091165721923	982.3988567542242	1
B	06	30	i:	189.02157313755774	373.8985973971938	1837.039364451522	1
B	06	31	O	159.0177322492754	468.41650385909855	878.5368304567259	1
B	06	32	a	177.79744714185153	561.6909331173926	1474.8574742504034	1
B	06	33	a	143.15215293208513	736.3520266072911	1312.6889524330093	1
B	06	34	E:	188.4929270307159	436.94589239971623	1412.0306085741788	1
B	06	35	@	137.77794696366576	361.643540200464	1202.7827030059702	1
B	06	36	e:	131.2104290885082	420.7316718359926	1533.6111265277616	1
B	06	37	o:	115.10016933637547	460.17195279208835	909.8166552702886	1
B	06	38	@	148.63649874919972	588.0695075188927	1447.6074112068627	1
B	06	39	a	114.97064188442684	788.4067843207588	1657.9582827534125	1
B	06	40	i:	192.49121139109565	393.89502556273067	2028.0436511079147	1
B	06	41	A:	114.90014121464229	468.82358977709924	926.8792932179829	1
B	06	42	@	112.24865907825246	940.9344706062846	1858.070772122429	1
B	06	43	a	181.42446020207032	728.1920919775505	1224.5943311824858	1
B	06	44	a	115.12899822417343	524.9571785385978	1326.2599809108974	1
B	06	45	@	164.30267734367925	457.4368222630247	1456.6626717070496	1
B	06	46	2	196.49044267507847	432.6770467655768	1393.8959007972142	1
B	06	47	I	118.70578765289363	375.5159837408524	1703.7973875205319	1
B	06	48	a	121.17258377431878	538.5307705413904	1100.469217807212	1
B	06	49	o:	123.99988928983181	480.67841568076443	1013.704418447186	1
B	06	50	E:	94.27707043214559	706.8813789074178	1274.1315458697952	1
B	06	51	@	162.60146584299565	566.8690898116297	1238.1727716041446	1
B	06	52	a	--undefined--	597.3492270727214	1135.7480719902949	0
B	06	53	u:	126.81438018664807	390.45213078205467	1190.2618723769351	1
B	06	54	u:	192.25632499665244	445.89192223350403	964.0284196087284	1
B	06	55	u:	--undefined--	805.0618824752943	1841.30092412532	0
B	06	56	e:	103.23426709811625	575.6495081899483	1676.1195139787721	1
B	06	57	a	99.76647166307114	494.74249593528776	2073.922679686786	1
B	07	0	a	181.25135889248247	706.0096107834669	1214.5370976216948	1
B	07	1	I	194.02839807942047	389.58257259240713	1889.4496894076951	1
B	07	2	a	225.26201688491867	565.1431530763726	1326.5099438394368	1
B	07	3	u	218.91957738783705	538.2484463275356	1059.0439644473356	1
B	07	4	I	216.2109820905794	400.8132354547889	1809.276984598705	1
B	07	5	I	201.8770633455584	491.70688789968636	1470.9898723999156	1
B	07	6	E:	124.04739393631957	572.7313436302682	1425.7979540499562	1
B	07	7	Y	155.3775884219454	335.33964769664834	1968.0880459601797	1
B	07	8	E	190.8394208526205	492.79555125769247	1865.0362519442397	1
B	07	9	i:	197.69694806117894	382.51461185732717	2016.4085181606151	1
B	07	10	E:	130.6063676771798	732.4741904732423	1338.8360016625898	1
B	07	11	e:	184.54162544463887	541.8523458522246	2220.7115594174234	1
B	07	12	e:	186.43492319679655	377.82774454690576	2076.092029611627	1
B	07	13	I	131.18735141301357	536.8998532882828	1364.4154079827317	1
B	07	14	2:	100.66180840925865	420.3469787067763	1202.1545367278582	1
B	07	15	i:	133.71138806145873	345.5746322634508	1720.6966295258303	1
B	07	16	E	137.4930570409624	620.2376184291604	1486.981335361379	1
B	07	17	E:	140.4629331583715	724.2402958144959	1328.4409859483424	1
B	07	18	I	121.17850625308132	337.5089945583278	1972.1251403839942	1
B	07	19	u	124.0255903685867	423.19383147792894	1371.0215498789248	1
B	07	20	a	119.79581380396976	426.34671965512246	1094.8800201424476	1
B	07	21	u:	165.28113935283415	361.4609800313978	862.9854108521557	1
B	07	22	@	179.04997398771147	412.1607636305956	1551.7237780273474	1
B	08	0	e:	178.29041503520634	414.45807783035775	1578.880908269482	1
B	08	1	e:	148.7597013395784	441.1004476464311	1531.5180584764917	1
B	08	2	@	153.0556538091489	507.9684814568797	1537.679107342341	1
B	08	3	I	168.2782467642118	434.8499532427946	1888.7693475030421	1
B	08	4	@	119.65375632330887	325.09962797170186	1986.7801525099042	0
B	08	5	A:	92.88360839339474	680.3594640167539	1282.1155404230108	1
B	08	6	E	129.57395895880322	536.2718465854993	1831.8689310642344	1
B	08	7	@	123.35441455210714	414.38530950698754	1827.3487967338858	1
B	08	8	u:	139.42455996040778	365.95724371454133	1236.1948296416986	1
B	08	9	I	129.30992530872703	291.9884695615121	2223.804438770319	1
B	09	0	a	197.82092516565694	723.2962762583342	1250.63840597918	1
B	09	1	i:	161.20145963601357	405.0842177603812	1900.7031564541078	1
B	09	2	I	164.97679684190095	344.57016740858535	1757.5812244994988	1
B	09	3	I	178.80952183625362	390.42328062664996	1973.8184590053006	1
B	09	4	I	172.0006059378832	328.1313788350056	1777.838274716466	1
B	09	5	a	127.64862945806253	694.6128891015492	1262.2617944997032	1
B	09	6	E	149.67813943439148	350.5479903245221	1819.0502057759738	1
B	09	7	@	109.42091669506988	486.30352655698596	1378.6979451149639	1
B	09	8	o:	108.09526404697455	331.04116449499725	895.5473187873841	1
B	09	9	a	107.13430753496412	717.9720756817784	1018.1562084474474	1
B	09	10	E	136.45142548728478	497.84333506230075	1437.130276414007	1
B	09	11	U	166.97357071672593	345.9847001623318	949.6115882318777	1
B	09	12	u	96.37739022791531	376.67218921266567	1050.1511526874879	1
B	09	13	a	102.03756549193346	634.3041994311758	1126.4610245430622	1
B	09	14	E	143.22787786105138	426.04609928286504	1391.812256145329	1
B	09	15	O	138.67463194893432	411.59587394628136	1241.9008078137208	1
B	09	16	i:	165.3560998362941	362.377777791786	1882.2305949248614	1
B	09	17	@	175.35318918104724	482.288817980203	1560.3320219457812	1
B	09	18	E:	127.91601334244066	764.9791610803464	1436.6942729195762	1
B	09	19	o:	99.2878648754991	393.9624494298121	867.2787010460877	1
B	09	20	E:	126.21441956250645	540.9724990628107	1640.8793748422825	1
B	09	21	a	131.29423938267635	764.6194132988637	1305.1673574216502	1
B	09	22	a	143.65744589198076	664.2912447271086	999.0587715661242	1
B	09	23	a	132.0938954144551	679.5958729371064	1336.6474224870183	1
B	09	24	e:	167.58453818100512	429.0184574935271	1926.6998432079936	1
B	10	0	E	179.76585523661566	656.3051078488553	1258.3531727551865	1
B	10	1	y:	182.75831219043434	378.44007890743666	1543.7486451069856	1
B	10	2	O	138.514157419614	444.70088883163817	869.3149681499057	1
B	10	3	E	136.60574254041765	447.8541236483511	1548.3478519732964	1
B	10	4	A:	130.3344937660174	706.563019668274	1049.0077960624599	1
B	10	5	a	178.64397491223633	586.4772934026548	1248.0044530566374	1
B	10	6	O	206.6583181594306	494.3349479048173	928.8834308799305	1
B	10	7	a	88.93915182687098	758.3825038291133	1439.531636140936	1
B	10	8	A:	127.65306196090884	556.7338166264688	904.5176651673789	1
B	10	9	e:	178.53076861747246	375.8130751850002	2050.321207318953	1
B	10	10	O	140.2005547678999	411.75012584371046	1196.6927016251384	1
B	10	11	2:	148.5241689739098	557.7058839525229	901.8803297415707	1
B	10	12	y:	182.87768263808397	367.40432414961504	2097.6612715764186	1
B	10	13	a	155.62628913681357	625.910798598382	1152.155238432872	1
B	10	14	u:	182.0814938284356	370.48014708283847	1342.037896036142	1
B	10	15	a	122.99801662649465	519.1493943462	1121.9786118797638	1
B	10	16	2:	136.5967407154774	420.66667782496086	1225.533466778402	1
B	10	17	I	98.08746949432467	343.94962267447477	1873.9810592619278	1
B	10	18	a	159.21831469840058	689.8029019020529	1097.7373264180999	1
B	10	19	o:	170.74448329733164	506.11603989355046	945.7907292117262	1
B	10	20	A:	147.16267101977226	492.04444485673554	990.8113221177663	1
B	10	21	a	125.02924338504978	629.2809676761967	1152.534964894865	1
B	10	22	E	136.6963517716297	685.0954939254024	1654.888847583074	1
B	10	23	@	111.02913954340197	611.6384367238168	1046.3514339202013	1
B	10	24	a	111.68355316834646	766.9261409965064	1167.8406056262427	1
B	10	25	u:	161.06627685352035	400.2006572535472	925.9349156025897	1
B	10	26	u:	119.60548412625545	573.76976621846	1884.6899236987344	1
B	10	27	e:	106.14392715078792	639.6659285773329	1457.1210520572313	1
B	10	28	a	106.31442965810302	591.9154522560136	1222.9780164452168	1
B	10	29	e:	147.4986090315147	506.137356767711	1604.5537018835407	1
B	10	30	O	92.09110879479695	324.0817825359276	1286.9326505705776	0
B	10	31	2:	99.67881423579941	437.3177573243287	1261.839382403221	1
B	10	32	@	97.5263586355222	1184.837344618703	2253.108379129313	1
B	10	33	I	114.05577041920003	352.53397652791494	2162.8903906335454	1
B	10	34	i:	197.60883475397696	340.6930385006724	1946.0194259143657	1
B	10	35	I	143.8578725450634	389.85902813074483	2203.537837149638	1
B	10	36	a	167.768029540604	697.5871866927852	958.5474002606695	1
B	10	37	u	93.9802640385093	448.9922202247631	1616.3609042155674	1
B	10	38	a	106.29858548132019	639.6171191699635	1073.0087277355703	1
B	10	39	@	105.70135762827124	469.38685569521954	1449.6353490966908	1
B	10	40	E:	151.97534140025653	678.4314248395913	1560.6042423055017	1
B	10	41	a	98.22038504432072	635.2028126693093	1312.2660886142578	1
B	10	42	@	--undefined--	609.6450380660041	1431.6204482849878	1
B	10	43	E	91.99827948097247	619.9840741358605	1908.3453621293106	1
J	01	0	u:	135.68207863940285	467.76727048516864	1163.7670707135962	1
J	01	1	I	146.89798109123134	427.87316952048906	1720.1883178474584	1
J	01	2	A:	120.3694920008486	592.978646437306	1023.156334000197	1
J	01	3	a	104.95281148212193	586.0141701499339	1246.5405813347895	1
J	01	4	2	105.75655876441843	480.79515996746994	1347.5946090947848	1
J	01	5	U	108.39493021860886	463.7997187741522	1190.7988635919942	1
J	01	6	A:	112.30457866635862	593.7877760618505	1006.8776111358977	1
J	01	7	a	102.22635847875662	572.7645803962975	1301.8515268007213	1
J	01	8	a	99.98887425386768	500.1668079470884	1106.2713867083976	1
J	01	9	o:	93.2065530301326	544.6339239475789	919.8775498063458	1
J	02	0	Y	126.59841184791526	451.1802364505753	1606.1970406594812	1
J	02	1	a	88.5063650808109	595.4509683894648	1171.7068420067876	1
J	02	2	E	127.18787686900218	499.0154578455281	1415.0854038625373	1
J	02	3	I	116.30920145306703	427.3001875517368	1436.9985484978592	1
J	02	4	E	106.45761459215062	574.8406846315056	1349.1622452156942	1
J	02	5	A:	116.11306269866965	620.6510195278646	1200.07643032803	1
J	02	6	I	117.71808121945746	457.77793501602594	1470.4632316089549	1
J	02	7	i:	117.17225319647096	442.61585611523435	1694.3773958920376	1
J	02	8	u:	118.81067899083057	462.3930645995764	1071.4921719201648	1
J	02	9	I	54.24445901615544	455.8553350226704	1611.4583510807984	1
J	02	10	A:	109.14507720482881	578.2156011966115	1001.0765175187668	1
J	02	11	a	103.56304595845471	624.4529898434149	1264.8388039838794	1
J	02	12	2:	54.46087287726795	528.1887165709032	1390.1735272675096	1
J	02	13	E	103.81972561207004	358.4254394111291	1559.3459573164214	0
J	02	14	U	109.36456856099154	496.4707858192535	1265.1274799271666	1
J	02	15	A:	123.25295873121682	555.5250182942449	999.3965737102813	1
J	02	16	a	--undefined--	556.4198935959207	1340.9278279996538	1
J	02	17	a	--undefined--	505.9295999805089	1229.4735736916286	1
J	02	18	o:	106.82075650765431	511.9851780096354	961.9392300595904	1
J	02	19	O	114.29152253221193	557.1111233748042	970.5993287015008	1
J	02	20	I	107.04526251288425	449.3366291138669	1574.1954754715691	1
J	02	21	@	54.93197404659807	478.76700793432593	1361.9726642706094	1
J	02	22	E:	110.34581800851745	664.9847218536811	1288.522695987181	1
J	02	23	@	108.27214410931066	558.2010141522633	1444.6513008713405	1
J	02	24	Y	108.995165350512	431.3239357037842	1649.8936637602073	1
J	02	25	a	94.12308027062383	539.1016322806635	1366.509998792655	1
J	02	26	o:	97.67537520288354	498.7064733201013	960.4640007681238	1
J	02	27	E	102.76999823674093	535.0456207161595	1173.0339461994433	1
J	02	28	I	105.57311305973764	416.39511716145427	1481.6293175658732	1
J	02	29	O	111.6398465623842	374.0890644496793	1169.0805617838084	1
J	02	30	A:	113.6134666845001	636.8887388088765	1005.5582592191123	1
J	02	31	I	108.65007864512002	414.15061131788747	1504.9728653772743	1
J	02	32	2:	104.83608168075143	573.7469884856216	1287.2861170507158	1
J	02	33	I	84.77465115968674	450.6654220505112	1676.3538102731118	1
J	02	34	o:	99.52579395838986	536.7032698334108	1117.916858792829	1
J	02	35	i:	99.2710091042409	343.40555224829495	1873.1426595399228	1
J	02	36	@	97.26060079534507	472.8376935535632	1444.9856032344449	1
J	02	37	i:	98.1531896907905	441.43395154436797	1798.488313759744	1
J	02	38	u:	97.74665194358866	451.6916327622291	1191.239482401861	1
J	02	39	u:	103.03581281556842	472.5258412962579	1316.657773970885	1
J	02	40	e:	106.755566492748	402.23746711338225	1859.1584158278756	1
J	02	41	a	104.955982672532	561.3985097115859	1500.7357943666095	1
J	03	0	a	71.06801109667879	596.9212849530933	1131.548052225453	1
J	03	1	A:	121.90912146258918	668.5096996571328	1056.8554585192155	1
J	03	2	a	125.4486369160935	622.9858662722431	1251.4667787329897	1
J	03	3	I	117.17377408773223	450.02240934037576	1619.5806388471347	1
J	03	4	I	114.16668990549653	448.90217855155527	1704.4311230750216	1
J	03	5	a	113.87089101841556	549.5458372837492	1484.6116853883236	1
J	03	6	o:	130.4816562369723	526.3288371787678	988.6552999607758	1
J	03	7	O	125.8400889710392	459.56986821884334	1081.1766904661104	1
J	03	8	A:	99.901927345379	572.5276903873512	971.9053018203316	1
J	03	9	o:	109.06099839926526	483.3590712020214	1067.265033500473	1
J	03	10	@	107.01377474841993	470.5009907326738	1396.379137424038	1
J	03	11	o:	100.01623352168467	566.818714836205	1351.3812106282537	1
J	03	12	e:	96.63701008244193	483.8475429217939	1638.267010539333	1
J	03	13	o:	92.22887691509091	494.8305211862199	1276.8164922710425	1
J	03	14	E:	107.91900865438092	590.3393482104176	1449.8579894831569	1
J	03	15	@	103.95321046815502	483.9397546313229	1455.7523107819486	1
J	03	16	O	104.3498395375695	492.4304646052969	1280.2128071950017	1
J	03	17	I	104.93437371037835	410.87403603114575	1584.2936177354597	1
J	03	18	e:	106.73223417735876	468.79305103547307	1730.2303889036139	1
J	03	19	a	104.35800904032536	608.1332468677422	1480.3957948607879	1
J	03	20	a	101.03796462281652	605.6637087818272	1334.492236814749	1
J	03	21	Y	115.10295527314467	430.32671814516686	1673.3174219878124	1
J	03	22	@	112.57700449013494	487.6103162561427	1583.4406352879862	1
J	03	23	I	117.4259032623056	464.41618519185954	1744.7859302495854	1
J	03	24	a	114.15450838460025	605.7492166145752	1458.6402108349705	1
J	03	25	@	109.42174498224298	561.5772481313009	1484.8692525816707	1
J	03	26	E	--undefined--	463.4230846694833	1493.2237326880318	1
J	03	27	a	109.43616399151526	520.5078586335915	1479.5279350596245	1
J	03	28	e:	98.43286861515598	516.7072656109866	1666.1623027469755	1
J	03	29	a	99.21417947145385	552.5924986796671	1442.9936747818433	1
J	03	30	O	104.09502063569153	514.0577910018825	1109.2412492143662	1
J	03	31	I	108.05597652954945	429.43759824340276	1705.2774308458447	1
J	03	32	@	50.64261636541154	557.6265354665242	1237.512783738283	1
J	04	0	a	111.6727286741381	637.7785649242655	1079.048050987942	1
J	04	1	@	125.69039095559533	590.4623141065656	1369.211803481872	1
J	04	2	E:	114.77843765769384	578.5889205649992	1454.7093223675643	1
J	04	3	a	110.2409196009175	514.4329782692381	1428.200481637568	1
J	04	4	e:	102.59103027383512	506.01815771687023	1618.2865288355458	1
J	04	5	a	100.60316560072343	511.6305023881598	1299.0252427701616	1
J	04	6	I	106.34369001681927	446.84047247380465	1644.3195436344147	1
J	04	7	E	78.7674645807659	392.0758724775546	1746.3097700508947	0
J	04	8	U	107.53751969525368	449.7387084536299	1179.3639232283701	1
