speaker	recording	vowel	label	F1	F2	include
J	04	16	a	1147.9308345387801	2229.6789118796987	1
J	04	17	A:	1077.440708488395	2590.247720339482	1
J	04	18	O	902.3455627604329	2714.000658972094	1
J	04	19	E	1432.82067828503	2241.359283533824	1
J	04	20	E	1737.8514535492866	2341.296755962102	1
J	04	21	@	1667.5835575365948	2094.8746239769457	1
J	04	22	u:	1145.0004171481726	2345.9095898913406	1
J	04	23	I	1555.5248219711411	2163.200850819924	1
J	05	0	a	1128.6735174323585	2235.352364881316	1
J	05	1	2	1306.7097085493333	1963.2490422490537	1
J	05	2	2	1252.0280260095537	2294.3516190070204	1
J	05	3	e:	1416.0637072640636	2207.188187290958	1
J	05	4	u:	1362.7891051139652	2431.5061150661604	1
J	05	5	u:	1303.9693041737453	2009.6238692595514	1
J	05	6	e:	1742.4738009878697	2134.3942300220783	1
J	05	7	a	1472.2922574302515	2285.4942318282992	1
J	05	8	a	1514.5241034789738	2437.4918698180286	1
J	05	9	e:	1720.3321267514846	2231.7769529573893	1
J	05	10	a	1289.7926126636373	2355.764101565178	1
J	05	11	@	1444.894288012054	2249.986265786398	1
J	05	12	O	1123.0583263661454	2323.844135335804	1
J	05	13	a	1208.048387168951	2231.17226112631	1
J	05	14	a	1297.4791517569868	2245.2404246042433	1
J	05	15	a	1238.8195255244088	2363.4900989035377	1
J	05	16	O	1176.2858615691994	2356.7689347164296	1
J	05	17	O	1042.083179475265	2378.208560279473	1
J	05	18	a	1425.6262726688606	2245.5189347004234	1
J	05	19	i:	1821.5093962528945	2508.038603877207	1
J	05	20	E	1347.5284630292688	2314.9358234391084	1
J	05	21	E	1649.8139626193051	2314.279638568369	1
J	05	22	@	1647.1795383091535	2104.0033736412793	1
J	05	23	a	1317.0313679162023	2276.168909159877	1
J	05	24	u:	1361.2962435954025	2066.7761725683877	1
J	05	25	a	1278.9454697082065	2419.919527854526	1
J	05	26	A:	1069.3466339277359	2266.1139405183103	1
J	05	27	O	1039.5227376387404	2408.9947955599373	1
J	05	28	a	1384.6337521985524	2029.0912830795519	1
J	05	29	u:	1058.7772343025026	2374.346926464213	1
J	05	30	@	1298.6838415390093	2267.2435848177925	1
J	05	31	E:	1472.3863112390172	2140.1884474759804	1
J	05	32	e:	1774.3820899034608	2076.8381815004977	1
J	05	33	I	1721.46531057418	2121.844845612311	1
J	05	34	2:	1224.9784963121976	2238.244532805883	1
J	06	0	}:	1491.527385214526	2162.3965458950265	1
J	06	1	A:	1036.1470440326345	2510.1871534826128	1
J	06	2	a	1180.394547149742	2245.067894811677	1
J	06	3	@	1318.1599306519004	2361.968967314843	1
J	06	4	O	1000.593968210907	2218.4188481197784	1
J	06	5	@	1349.4366928650052	2104.0446975664477	1
J	06	6	E	1454.4263919907753	2067.4443078118056	1
J	06	7	@	1161.3119908372066	2404.6053439914613	1
J	06	8	a	1174.9811355540078	2495.3956152057926	1
J	06	9	}:	1359.1337184035763	2127.1659065279227	1
J	06	10	E	1367.9131500247363	2238.2915610329865	1
J	06	11	A:	1092.74249334857	2504.8942219048354	1
J	06	12	E	1462.1068366210375	2232.9322366180836	1
J	06	13	@	1307.5628467886565	2263.858614470391	1
J	06	14	a	1183.9175359696326	2286.986462062778	1
J	06	15	a	1096.8319152077913	2548.62657867418	1
J	06	16	a	1203.9454179153947	2546.3879154637143	1
J	06	17	2:	1320.2715408520655	2183.543007101032	1
J	06	18	I	1793.2394599953416	2260.7056561300765	1
J	06	19	I	1781.3100840132681	2398.392895976435	1
J	06	20	a	1270.409058586192	2434.3094845423866	0
J	06	21	e	1629.2256303573765	2244.4773759100563	0
J	06	22	a	1371.7304387988027	2184.5200570400707	1
J	06	23	a	1271.905317190528	2231.053818858889	1
J	06	24	u:	997.2878229618884	2381.615026955032	1
J	06	25	u:	1532.7860329243154	2043.8930154159762	1
J	06	26	e:	1875.182225130011	2389.524144825502	1
J	06	27	a	1607.1139137136015	2284.0593393743925	1
J	06	28	e:	1617.719440377035	2076.2669890589327	1
J	06	29	O	1123.6945753383666	2229.778051028656	1
J	06	30	i:	1931.9131336266012	2458.473534864843	1
J	06	31	O	1051.3646486759415	2261.968248928942	1
J	06	32	a	910.5776682696419	2323.9920126149427	1
J	06	33	a	1111.131490484076	2302.3619178702147	1
J	06	34	E:	1388.5136130970072	2192.4666988496415	1
J	06	35	@	1708.878818820237	1985.098414170244	0
J	06	36	e:	1494.3108625942439	2216.545159741386	1
J	06	37	o:	1043.1540870123379	2343.0962600365383	1
J	06	38	@	1327.2540634840784	2405.4498149498077	1
J	06	39	a	1182.965727221913	2663.393142516509	1
J	06	40	i:	1939.0107909069359	2733.7415219261093	1
J	06	41	A:	1277.4109149813155	2227.362975025399	1
J	06	42	@	1517.6979954303772	2337.3633876727513	1
J	06	43	a	1307.5550460042098	2289.4558039899575	1
J	06	44	a	1374.8730505966505	2177.664822064485	1
J	06	45	@	1307.5049946205022	2316.3383149679007	1
J	06	46	2	1619.240207542466	2061.978525623661	1
J	06	47	I	1661.5010923819593	2168.2859309105415	1
J	06	48	a	1292.8655298409155	2165.0540432052203	1
J	06	49	o:	1010.424064015297	2536.688180128798	1
J	06	50	E:	1453.8202951153855	2151.049733199573	1
J	06	51	@	1434.3504547221212	2431.972386611189	1
J	06	52	a	1186.795252394336	2478.483442245482	1
J	06	53	u:	831.4252553502316	2576.626088491531	1
J	06	54	u:	1070.4937822401737	2523.0579709514996	1
