speaker	recording	vowel	label	F1	F2	include
J	06	55	u:	1549.0337049171019	2197.5930641513346	1
J	06	56	e:	1925.7636419624628	2382.847175257601	1
J	06	57	a	1424.7208198931255	2258.636050712221	1
J	07	0	a	1304.154018544266	2192.1159433697035	0
J	07	1	I	1762.9421459800362	2343.46674348311	1
J	07	2	a	1415.6655564043747	2105.948637272897	1
J	07	3	u	1322.4768664789267	2185.773246298837	1
J	07	4	I	1605.4278366970993	2202.9899719775503	1
J	07	5	I	1596.2607004034978	2304.0627841069445	1
J	07	6	E:	1351.2063874250575	2336.948439761775	1
J	07	7	Y	1569.3818228176335	2321.7942330402484	1
J	07	8	e:	1587.5113576746446	2422.3256478918593	1
J	07	9	i:	1924.037325321912	2507.6667981785035	1
J	07	10	E:	1740.6345183366086	2332.8627677146915	1
J	07	11	e:	1664.2801299356524	2428.49012452907	1
J	07	12	e:	1584.9538760722035	2092.670581322738	1
J	07	13	I	1599.6331838316426	2226.6690792724853	1
J	07	14	2:	1257.20728205358	2290.982153429256	1
J	07	15	i:	1381.38181669782	2281.2499444391956	0
J	07	16	E	1426.4950579132935	2244.380053200832	1
J	07	17	E:	1379.225013928357	2164.6164376274496	1
J	07	18	I	1610.079393265259	2124.9411924818846	1
J	07	19	u	1280.095305121691	2225.319573702526	1
J	07	20	a	1149.1386903156927	2175.530278911107	1
J	07	21	u:	1040.9898380079596	2339.826418060174	1
J	07	22	@	1185.9438007258711	2362.114736356808	1
J	08	0	e:	1628.3863766889176	2321.7174908341804	1
J	08	1	e:	1788.3542528509665	2039.7502853218282	1
J	08	2	@	1506.0227145514737	2311.267101705148	1
J	08	3	I	1805.55720909062	2415.607473386005	1
J	08	4	@	1597.0989831482298	2150.334472065503	1
J	08	5	A:	1168.9274247749784	2223.729441564061	1
J	08	6	E	1762.4368976519577	2329.7782926509035	1
J	08	7	@	1742.2505548632078	2183.9298581741705	1
J	08	8	u:	1515.7057788522723	2393.0745154435394	1
J	08	9	I	1454.0953509735846	2292.495771192756	1
J	09	0	a	1198.6841871619715	2339.6229087350166	1
J	09	1	i:	1830.908256542027	2307.728662800784	1
J	09	2	I	1671.7382461876996	2187.7605535829157	1
J	09	3	I	1628.7180814644632	2251.3471693347683	1
J	09	4	I	1901.137507868316	2504.9270460720886	1
J	09	5	a	1518.8075883202487	2229.9259586683706	1
J	09	6	E	1668.1550935630403	2292.7982393082066	1
J	09	7	@	1621.1201829639572	2191.394596092389	1
J	09	8	o:	1041.8052178648095	2412.8700408164273	1
J	09	9	a	1161.6869295029921	2416.6572347810106	1
J	09	10	E	1408.2410254152496	2332.8081646083147	1
J	09	11	u:	1152.2922085178952	2492.9422462940684	1
J	09	12	u	1239.617599276861	2428.657245262589	1
J	09	13	a	1360.974244595327	2275.6610424397118	1
J	09	14	E	1519.3132297386237	2318.3271780685036	1
J	09	15	O	1379.3656837579204	2175.5183438747717	1
J	09	16	i:	1909.575783819233	2586.9057946126372	1
J	09	17	@	1568.308864157109	2241.8688294062686	1
J	09	18	E:	1366.486096813101	2260.8378315174864	1
J	09	19	o:	1149.9441402362456	2267.32422243739	1
J	09	20	E:	1469.3317566647356	2190.6379676626325	1
J	09	21	a	1488.4256523573824	2290.5938416231543	1
J	09	22	a	1284.6187588972678	2185.165465385408	1
J	09	23	a	1109.8460429920506	2528.3483631989543	1
J	09	24	e:	1702.4072761029356	2186.1652866752192	1
J	10	0	E	1397.6929875241278	2315.581111123419	1
J	10	1	y:	1747.708769322901	2345.1940232628212	1
J	10	2	O	1289.7548354161763	2037.130331241985	1
J	10	3	E	1529.2298352927062	2007.5437752151317	1
J	10	4	A:	1211.7811031892502	2206.444469394761	1
J	10	5	a	1363.303519556661	2206.09943659304	1
J	10	6	O	982.7338297206943	2603.8667456636545	1
J	10	7	a	1147.5787894479981	2363.9076068865816	1
J	10	8	A:	1407.7435983546472	2187.34369791333	1
J	10	9	e:	1608.2148635015128	2154.5409773583115	1
J	10	10	O	1059.8729205642217	2196.6640521009767	1
J	10	11	2:	1328.5160887463267	2076.5001626895673	1
J	10	12	y:	1725.6764514843346	2195.051278677898	1
J	10	13	a	1549.8814822966754	2394.2619110691558	1
J	10	14	u:	1039.7665584427405	2389.2581236670035	1
J	10	15	a	1227.6350825250058	2268.2367706201862	1
J	10	16	2:	1191.4290167041383	2304.905166299057	1
J	10	17	I	1803.7553151733941	2179.853994833082	1
J	10	18	A:	1463.2424323217026	2155.952889882058	1
J	10	19	o:	910.069838451946	2364.09902806944	1
J	10	20	A:	1105.5870139058914	2376.998325060828	1
J	10	21	a	1405.5211228410685	2168.318684117548	1
J	10	22	E	1502.319571058312	2206.487686143867	1
J	10	23	@	1361.219054276105	2272.6805864273315	1
J	10	24	a	1276.73037496442	2301.4767949111597	1
J	10	25	u:	1203.2054976179852	2339.882015484018	1
J	10	26	u:	1312.2262073092977	2225.6317126305084	1
J	10	27	e:	1850.134451120238	2322.5541768710495	1
J	10	28	a	1720.2269398832807	2366.743389064482	1
J	10	29	e:	1672.6547981593383	2326.579052507913	1
J	10	30	O	1386.5174897508446	2414.538867351982	1
J	10	31	2:	1250.3615002416075	2166.264618847104	1
J	10	32	@	1512.5800056382254	2394.353672376645	1
J	10	33	I	1601.034854515789	2256.9646650594464	1
J	10	34	i:	1870.3962032763684	2610.852382744821	1
J	10	35	I	1571.4458489961523	2274.679718977934	1
J	10	36	a	1267.334507873887	2437.0832590418486	1
J	10	37	u	1335.6480856188416	2207.6809984880297	1
J	10	38	a	1255.0655021180871	2358.444213905806	1
J	10	39	@	1464.0963403436815	2380.359867000368	1
J	10	40	E:	1344.569630566737	2348.9023178601033	1
J	10	41	a	1047.1347359704844	2528.4248678216472	1
J	10	42	@	1390.602200347605	2148.5580307251817	1
J	10	43	E	1454.6589373482275	2311.5296809978345	1
O	01	0	u:	856.0178437946827	2361.0517538972194	1
O	01	1	I	1863.7457650010838	2739.4934556840053	1
O	01	2	A:	874.3833868264269	2487.620168679275	1
O	01	3	a	1299.4385711250798	2526.2194121818643	1
O	01	4	2	1109.3709281503736	2484.361427171821	1
O	01	5	U	1126.033848458655	2421.519083162096	1
O	01	6	A:	815.4206193057895	2683.0845619901484	1
O	01	7	a	1441.593979427483	2601.088288899788	1
O	01	8	a	1250.556834792646	2822.502707669754	1
O	01	9	o:	1126.694663646597	2498.786554246523	1
O	02	0	Y	1828.6100301255917	2335.89894732226	1
O	02	1	a	1472.372246433596	--undefined--	1
O	02	2	E	1529.3917774238062	2730.0937836104454	1
O	02	3	I	1516.5686493043884	2586.427392777984	1
O	02	4	E	1402.9982618326753	2687.7542492914595	1
O	02	5	A:	1305.954031590523	2782.3907529981616	1
O	02	6	I	1541.189898238406	2935.232355395327	1
O	02	7	i:	1853.678609025947	2508.3038481297503	1
O	02	8	u:	925.2287119790454	2403.596139411261	1
O	02	9	I	1699.4685724561946	2603.4341123600448	1
O	02	10	A:	900.5785204102243	2475.551394228714	1
O	02	11	a	1363.9966508981254	2778.7642244599697	1
O	02	12	2:	1144.2487797802214	2548.3214950849388	1
O	02	13	E	1757.529107668629	2484.5087814469694	1
O	02	14	U	1170.269236518084	2423.779735569509	1
O	02	15	A:	845.9934258134907	2609.260520422271	1
O	02	16	a	1501.6011433711155	2577.8168809162726	1
O	02	17	a	1232.5578868267728	2856.5299753087897	1
O	02	18	o:	770.2275346862795	2326.9008761721266	1
O	02	19	o:	813.2538703051838	2843.047355415325	1
O	02	20	I	2308.765025070751	--undefined--	1
O	02	21	@	1654.0711446928292	--undefined--	1
O	02	22	E:	1338.7044438926755	2370.785065220017	1
O	02	23	@	1529.306872250606	2752.224388140422	1
O	02	24	Y	1941.1029810454927	2648.9282619252167	1
O	02	25	a	1517.7725369726209	2566.9169093317246	1
O	02	26	o:	786.4539045693739	2636.473605773562	1
O	02	27	E	1281.9734292581945	2681.4553445428137	1
O	02	28	I	2297.705728150642	2713.101657827506	1
O	02	29	O	1160.7501679021632	2487.3847260508123	1
O	02	30	A:	966.9198887571653	2811.7480910873887	1
O	02	31	I	1792.3805709802593	2424.37848761935	1
O	02	32	2:	1309.8000077209929	2609.026714434861	1
O	02	33	I	2199.3735101776147	--undefined--	1
O	02	34	o:	990.9486705917607	2382.365176723023	1
O	02	35	i:	1808.382833770046	2729.3834478315675	1
O	02	36	@	1481.3873259104666	2846.731406355103	1
O	02	37	i:	1814.1517636419217	--undefined--	1
O	02	38	u:	956.0128221086479	2448.1741940041506	1
O	02	39	u:	1153.4745948117761	2517.4453115149554	1
O	02	40	e:	2059.2414111387534	2621.680677967349	1
O	02	41	a	1558.5465974830474	2512.479698922291	1
O	03	0	a	1224.0084543208766	2811.413693661299	1
O	03	1	A:	831.8368788947315	2778.3163367867705	1
O	03	2	a	1246.2357856020355	2836.974730404755	1
O	03	3	I	1236.5014390385634	2664.0517678002816	1
O	03	4	I	1932.9973021097487	2818.482602322474	1
O	03	5	a	1584.754322265355	2817.8224583628926	1
O	03	6	o:	765.8505908938386	2560.6072474997595	1
O	03	7	O	850.3842452457309	2427.5535502197285	1
O	03	8	A:	833.7204814760279	2465.761434192931	1
O	03	9	o:	880.6609434381103	2311.564625184139	1
O	03	10	@	1429.0494247157142	--undefined--	1
O	03	11	o:	916.9182215712815	2517.353048747718	1
O	03	12	e:	2055.073371603361	2596.225563176791	1
O	03	13	o:	814.0519347590922	2565.2899851297866	1
O	03	14	E:	1493.4374421617308	2418.0961007187243	1
O	03	15	@	1622.9368680163159	2698.57583757128	1
O	03	16	O	1074.8619401896729	2660.372121920681	1
O	03	17	I	1746.0927045883784	2559.992078552809	1
O	03	18	e:	2145.6558503470023	2692.057826906554	1
O	03	19	a	1583.4627468264246	2500.285854056673	1
O	03	20	a	1462.87123107779	2544.085115904071	1
O	03	21	Y	2167.7648884733926	2547.262956685008	1
O	03	22	@	1795.2704465104907	2831.7225629883583	1
O	03	23	I	2192.428907916138	--undefined--	1
O	03	24	a	1837.2103963061193	2437.7977475087496	1
O	03	25	@	1660.7023340129913	2520.6087939324702	1
O	03	26	E	1810.2357794617749	2523.855235644688	1
O	03	27	a	1658.7512653303866	2532.724154396294	1
O	03	28	e:	1985.8586468122435	2685.014118306699	1
O	03	29	a	1526.7803319207237	2624.7879979452273	1
O	03	30	O	1081.9653139287705	2716.887594210879	1
O	03	31	I	2141.8165507011713	2791.686232857643	1
O	03	32	@	1352.3987240112983	2725.6405552792035	1
O	04	0	a	1282.7197238491376	--undefined--	1
O	04	1	@	1482.9168055409548	--undefined--	1
O	04	2	E:	1485.6474087897452	2659.6939768221414	1
O	04	3	a	1669.666843141175	2716.956921789158	1
O	04	4	e:	1899.854051072011	2565.9983133107025	1
O	04	5	a	1345.2077000285026	2719.0944866864684	1
O	04	6	I	1613.533945092164	2679.218497273087	1
O	04	7	E	2116.324260035299	2566.541596737405	1
O	04	8	U	1051.0235170482636	2502.2903230210372	1
O	04	9	A:	793.927240507127	2714.7861385629203	1
O	04	10	a	1519.0347964933146	2536.9994783241996	1
O	04	11	a	1216.8739915402764	2822.7696457838165	1
O	04	12	o:	794.8012380103374	2477.128618035314	1
O	04	13	e:	1842.56720311348	2497.01926479464	1
O	04	14	E	1364.2468886318302	2691.0942590923196	1
O	04	15	u:	960.157841482646	2423.069681354966	1
O	04	16	a	1298.8365942372197	--undefined--	1
O	04	17	A:	1127.438490063192	2748.3028573376196	1
O	04	18	O	748.985610805672	2614.8442509319852	1
O	04	19	E	1341.7777424121632	2550.1729867481463	1
O	04	20	E	1692.7095101584257	2783.215357685676	1
O	04	21	@	1791.5224676612445	2629.406517372591	1
O	04	22	u:	937.9682719822329	2466.1749221155083	1
O	04	23	I	1588.3425300822025	2680.713000027357	1
O	05	0	a	1038.4784643482376	2828.7720401881743	1
O	05	1	2	1255.658266892999	2366.838527867958	1
O	05	2	2:	1433.5690430544225	2512.5384785158517	1
O	05	3	e:	1402.8759506662254	2692.620995761172	1
O	05	4	u:	1010.5254071983868	2442.553968885147	1
O	05	5	u:	1315.8777719683023	2455.3929580859253	1
O	05	6	e:	2209.0032124423274	2547.921325984216	1
O	05	7	a	1764.5461086875687	2762.509298037637	1
O	05	8	a	1783.3391691896584	2502.2983221155746	1
O	05	9	e:	2141.9005949606167	2612.656571404789	1
O	05	10	a	1387.6045601577666	2724.289819585137	1
O	05	11	@	1386.5761425928629	--undefined--	1
O	05	12	O	982.5495682772857	2638.4157234501176	1
O	05	13	a	1232.8760873900292	2798.066263745393	1
O	05	14	a	1324.4904537652553	2764.875368327729	1
O	05	15	a	1198.7892183753731	2751.7188024937823	1
O	05	16	O	1017.0456695364364	2404.8681303418707	1
O	05	17	O	799.1819643703723	2474.95381684143	1
O	05	18	a	1634.9312181149764	2506.9521592137085	1
O	05	19	i:	1729.9838012848672	2869.1049996445377	1
O	05	20	E	1467.011502006332	2863.1894100989234	1
O	05	21	E	1749.9454963506719	--undefined--	1
O	05	22	@	1751.3889179465173	2832.839745413315	1
O	05	23	a	1298.7521973533321	2817.19558121013	1
O	05	24	u:	745.2135040791634	2508.128008493972	1
O	05	25	a	1340.5749420918382	2637.5583124703285	1
O	05	26	A:	1107.7666404997553	2464.663640828549	1
O	05	27	O	1021.8322192837628	2646.3456707688883	1
O	05	28	a	1398.7641853268672	2441.205998211911	1
O	05	29	u:	791.2236716053089	2419.482973264749	1
O	05	30	@	1500.7825674763606	2568.509580278903	1
O	05	31	E:	1327.322407569935	2476.7384978632044	1
O	05	32	e:	2137.961553470675	2699.2787852518973	1
O	05	33	I	2214.6832892840666	--undefined--	1
O	05	34	2:	1320.8465738041382	2605.3695125378117	1
O	06	0	}:	1699.9861511935478	2557.580836608173	1
O	06	1	A:	822.3562801191698	2468.3870180995546	1
O	06	2	a	955.8834455813995	2749.42861116148	1
O	06	3	@	1312.9628001826838	2837.4994384608476	1
O	06	4	O	821.1291340411707	2349.8618391369932	1
O	06	5	@	1513.8546124278573	2490.9889017907717	1
O	06	6	E	1801.0589246059612	2553.58995007389	1
O	06	7	@	1426.3877125735883	2663.730031481874	1
O	06	8	a	1304.7537171944089	2615.8306728730827	1
O	06	9	}:	1544.4230356223918	2613.7363861476015	1
O	06	10	E	1262.7646257394128	2561.2098619385342	1
O	06	11	A:	1075.4496340348326	2670.1154172621636	1
O	06	12	E	1879.0431400346276	2614.51551261705	1
O	06	13	@	1310.5674251455055	2638.8512952913097	1
O	06	14	a	1290.6964799485243	2798.202085760904	1
O	06	15	a	1052.6748238705268	2634.0443490762027	1
O	06	16	a	1221.4309935789793	2766.4320989145367	1
O	06	17	2:	1228.2008773715854	2559.2769742194414	1
O	06	18	I	2327.0469554486363	--undefined--	1
O	06	19	I	2316.200472594851	--undefined--	1
O	06	20	E	2123.009672681901	--undefined--	1
O	06	21	I	1944.5317759764814	2668.8724303425997	1
O	06	22	a	1414.7094862464476	2542.3349754468654	1
O	06	23	a	1336.032987936262	2583.187307345346	1
O	06	24	u:	895.190491346026	2498.9153121439012	1
O	06	25	u:	1459.750317503059	2443.4755165827078	1
O	06	26	e:	2158.3228032147595	2624.885327368316	1
O	06	27	a	1719.8773079466364	2632.9042344821105	1
O	06	28	e:	2184.456787672935	2687.8881018399675	1
O	06	29	O	1247.6555543474444	2583.455573087218	1
O	06	30	i:	1979.6532623725718	2709.1163522314764	1
O	06	31	O	1151.7962864839922	2616.1398107439272	1
O	06	32	a	913.282359766093	2738.6543724094145	1
O	06	33	a	1235.6266342321755	2869.747390479698	1
O	06	34	E:	1581.5439430955612	2456.493037350592	1
O	06	35	@	1941.0188088742377	2483.0605055256224	1
O	06	36	e:	1608.4199504584203	2375.149259022312	1
O	06	37	o:	907.6639959297927	2478.497956738408	1
O	06	38	@	1363.1466267877854	2810.2318395487714	1
O	06	39	a	1176.4612180638321	2588.5789238524353	1
O	06	40	i:	1772.075766664301	--undefined--	1
O	06	41	A:	1103.2937244762993	2669.5691064612774	1
O	06	42	@	1418.8685276929143	2726.3714260114702	1
O	06	43	a	1399.1135729428531	2657.2357813085196	1
O	06	44	a	1574.756937903478	2444.4533821776427	1
O	06	45	@	1567.7150435098463	2622.539497156429	1
O	06	46	2	1696.129393219499	2480.1174485220117	1
O	06	47	I	2137.3779685869017	2722.4951527799426	1
O	06	48	a	1114.5249384821418	2379.4724505199342	1
O	06	49	o:	858.5907663742236	2592.211542407103	1
O	06	50	E:	1435.895633337226	2279.8127237772446	1
O	06	51	@	1523.7137311659103	2734.2408995976302	1
O	06	52	a	1343.7938723990458	2538.3826805917856	1
O	06	53	u:	918.7063970258503	2570.614043682339	1
O	06	54	u:	788.2443980925552	2579.4036866437	1
O	06	55	u:	1377.923589087143	2452.4092736075436	1
O	06	56	e:	2064.247843438176	2521.6172239947155	1
O	06	57	a	1544.0031998314926	2398.691365683245	1
O	07	0	a	1226.7737340547012	2670.847072738572	1
O	07	1	I	2178.9763648734433	2730.7268268939138	1
O	07	2	a	1156.0826488845328	2378.248983553608	1
O	07	3	u	941.4290161241202	2446.4858482267296	1
O	07	4	I	2189.2640516207584	--undefined--	1
O	07	5	I	1935.3297520598064	2733.778947774138	1
O	07	6	E:	1492.9106406133587	2584.3992519039284	1
O	07	7	Y	2152.798361034223	2382.255347834862	1
O	07	8	E	1839.1499568704533	--undefined--	1
O	07	9	i:	1907.4814345204916	--undefined--	1
O	07	10	E:	1545.6221787978739	2355.588241967999	1
O	07	11	E	2135.02697520341	--undefined--	1
O	07	12	e:	1899.3002875392933	2548.4876418929707	1
O	07	13	I	1824.189922448522	2108.3483819817125	1
O	07	14	2:	1445.4713043019397	2624.918938926393	1
O	07	15	i:	2018.0109512685258	2555.2026106616795	1
O	07	16	E	1287.5642615512845	2531.515469250375	1
O	07	17	E:	1029.8184813373434	2405.921017799109	1
O	07	18	I	1940.4414035078598	2534.396077238668	1
O	07	19	u	1364.4733674255347	2335.930778323914	1
O	07	20	a	1303.9392104760684	2324.7984096082423	1
O	07	21	u:	796.2691703648476	2527.8859705470127	1
O	07	22	@	1325.9792379183734	2763.9709605468734	1
O	08	0	e:	2096.920935527516	--undefined--	1
O	08	1	e:	1977.972273828056	--undefined--	1
O	08	2	@	1736.4071447147987	2608.793234925104	1
O	08	3	I	2326.0626962542956	--undefined--	1
O	08	4	@	2153.6495527076363	2558.28792120372	1
O	08	5	a	1191.1925101977731	2336.042192811515	1
O	08	6	E	1970.5916971879142	2592.6626022304813	1
O	08	7	@	1768.4013574007113	2561.2865438522435	1
O	08	8	u:	807.5701730417032	2519.5376351465366	1
O	08	9	I	1642.3331893897669	2712.8385041811393	1
O	09	0	a	1343.046701855878	2704.179772990861	1
O	09	1	i:	1827.964359894411	--undefined--	1
O	09	2	I	1837.804384524422	--undefined--	1
O	09	3	I	2187.7177173512587	2533.9006187721793	1
O	09	4	I	2377.7688165191817	--undefined--	1
O	09	5	a	1682.1354938635598	2565.761874418466	1
O	09	6	E	1937.530738182537	2803.6865357278334	1
O	09	7	@	1923.6312441298744	2873.4163052238637	1
O	09	8	o:	747.0212481452685	2503.5437947883142	1
O	09	9	a	859.5318598157321	2517.4889338884177	1
O	09	10	E	1598.3484126465185	2631.340730846223	1
O	09	11	u:	774.9030374109489	2385.4539557337416	1
O	09	12	u	1126.2133386209944	2418.2505643851955	1
O	09	13	a	1352.3303462828537	2665.2510666133776	1
O	09	14	E	1552.5224852454764	2614.2432360555836	1
O	09	15	O	1325.0534563458637	2530.579298527201	1
O	09	16	i:	1851.6528907359216	2616.8259968003613	1
O	09	17	@	1886.812549545446	--undefined--	1
O	09	18	E:	1363.4099520106079	2572.6921510260986	1
O	09	19	o:	1051.5858924739325	2352.6486587253394	1
O	09	20	E:	1693.5495374422896	2243.331827959465	1
O	09	21	a	1506.9940227215347	2395.3906014096146	1
O	09	22	a	1389.9555188159025	2413.2801314165604	1
O	09	23	a	1217.446500937526	2548.0858761264444	1
O	09	24	e:	1981.7438203969746	2608.2579824880404	1
O	10	0	E	1619.472131763167	--undefined--	1
O	10	1	y:	1779.5413307220624	--undefined--	1
O	10	2	O	1126.710531266922	2387.479208982044	1
O	10	3	E	1677.164751190088	2357.960740453993	1
O	10	4	A:	1260.0866584954902	2474.970978513109	1
O	10	5	a	1482.5005043570638	2505.8573407841413	1
O	10	6	O	934.730331801497	2642.88036796465	1
O	10	7	a	1346.7659829023003	--undefined--	1
O	10	8	A:	1151.4126332755993	2449.330065739141	1
O	10	9	e:	1968.0210301533764	2731.4935333832905	1
O	10	10	O	1239.0961673637864	2552.51472120811	1
O	10	11	2:	1106.4431300189226	2342.0227146570787	1
O	10	12	y:	1865.9200453169212	--undefined--	1
O	10	13	a	1622.4632170520542	--undefined--	1
O	10	14	u:	940.0096433991669	2398.111298909496	1
O	10	15	a	1410.560242330051	2372.808009247882	1
O	10	16	2:	1497.6558566032734	2263.4917427585415	1
O	10	17	I	1764.4514876837643	2341.0208264042335	1
O	10	18	a	1686.6709820507133	2475.0484778803925	1
O	10	19	o:	816.3826343680191	2535.8301045354037	1
O	10	20	A:	1042.2925332559694	2485.6954870475374	1
O	10	21	@	1552.0172456192174	2394.3306635571103	1
O	10	22	E	1888.78344832464	2606.752485881472	1
O	10	23	@	1554.8715365082753	2609.728814208293	1
O	10	24	a	1332.1192955148274	2556.457192471232	1
O	10	25	u:	922.8191669968602	2428.110882365024	1
O	10	26	u:	1536.6857864992492	2481.9381050328484	0
O	10	27	e:	2306.1467325823924	2596.5780100275133	1
O	10	28	a	1844.1077155614664	2554.4176447674217	1
O	10	29	e:	1997.3961466659525	--undefined--	1
O	10	30	O	1260.0477952631686	2556.818504206361	1
O	10	31	2:	1070.676486842044	2340.3991488231213	1
O	10	32	@	1710.9420448346532	2575.649294219534	1
O	10	33	I	2033.0328072956304	2394.6623305387743	1
O	10	34	i:	2003.1530603263632	--undefined--	1
O	10	35	I	2081.018732824583	--undefined--	1
O	10	36	a	1560.576145381854	2538.727772873911	1
O	10	37	u	1768.691111682603	2439.5846811472948	1
O	10	38	a	1236.6795290769162	2614.0878260389013	1
O	10	39	@	1699.3142276815802	2776.638385159419	1
O	10	40	E:	1515.532566514342	2680.3443600568235	1
O	10	41	a	1064.486599822667	2607.2387976901405	1
O	10	42	@	1291.7272113036047	2736.029763180041	1
O	10	43	E	1475.4522166439037	2709.4479679253823	1
