ID_rec	ID_vow	label_wov	F1_1	F1_2	F1_3	F1_4	F1_5	F2_1	F2_2	F2_3	F2_4	F2_5	include
B	01	0	u:	449.4436110046371	717.2225584637654	731.9075921151524	487.4858947092633	498.78961830442876	--undefined--	--undefined--	--undefined--	2597.8034379473606	2232.0463799421223		1
B	01	1	I	428.31485162571636	468.93501524403973	449.13041932010503	473.79322791740225	501.04827364981645	2504.5276525816294	2671.210931164108	2634.695572475704	2608.037647831752	2739.444990631871		1
B	01	2	A:	844.2813260718069	740.1998551998911	735.8922973301762	851.7813163466163	906.4340567059918	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--		1
B	01	3	a	980.3603549396843	1153.5446283005617	982.1230926449944	797.7709862883219	868.2160981072587	2309.474847430983	--undefined--	--undefined--	--undefined--	--undefined--		1
B	01	4	2:	659.2142613607773	677.0255105193385	704.3323223727065	742.7459336708321	832.8359146117624	2342.743453712694	2501.425969874851	--undefined--	--undefined--	--undefined--		1
B	01	5	U	703.6357215585849	579.9099654241002	645.4664719309942	448.419011722429	675.096269074761	--undefined--	--undefined--	--undefined--	2482.738148648293	--undefined--		1
B	01	6	A:	677.7590878273325	774.5008618207748	777.0248372707268	803.3565443875566	750.4435814187565	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--		1
B	01	7	a	561.7375901094132	685.949180396665	658.8818220215283	688.6357863104909	741.5177344380708	2673.3865397229774	2462.6807666772575	2026.008876903934	2168.3888067725757	2355.846367908515		1
B	01	8	a	458.43625007051634	594.0204076874052	631.3748060688662	738.5066484911367	723.8343065140681	2904.149170477622	--undefined--	--undefined--	--undefined--	--undefined--		1
B	01	9	o:	701.9016280347001	699.60419795774	745.0389096927308	734.5304252064369	717.1565105719358	2591.0709586860426	2752.978393478039	--undefined--	--undefined--	--undefined--		1
B	02	0	Y	527.1917191044491	522.7761346255041	495.3580007644708	429.6080714483882	405.15087587727174	1849.9131764021595	2567.7948267170414	2538.8808623691084	2114.032030969487	2210.4740127702335		1
B	02	1	a	741.4241031398238	876.2714890478108	866.5542231860803	772.3053931920994	760.3066407213397	2172.7768696430303	2187.3008153272103	2207.965611070441	2200.9923183934234	2034.1013213876292		1
B	02	2	E	776.180947023224	682.2343801460196	717.2099474237003	604.924887031874	590.8749248761004	--undefined--	--undefined--	2453.6336158964496	2362.3165750735484	2356.1886955950945		1
B	02	3	I	411.6381528773679	1361.5003884114672	1539.6065298410513	1515.8817294627556	1569.4186895903104	2489.346244598279	--undefined--	--undefined--	--undefined--	--undefined--		1
B	02	4	E	857.911854172106	868.4887576878894	583.576852587335	552.441374484617	549.6657142717529	2526.453071006124	2435.041912613317	2406.6813330239643	2367.722744768798	2295.7801433064146		1
B	02	5	A:	1323.7250536830218	979.8843263749877	1104.2536623076721	1107.298595014729	659.9692686322601	--undefined--	2046.849037278934	1661.4103324355149	--undefined--	1633.421455383106		1
B	02	6	I	1640.3962162111154	536.792299306986	577.3508340410084	506.1344024209106	1250.9036284126173	--undefined--	1932.938193155385	1934.9919513629964	2166.219183627081	--undefined--		1
B	02	7	i:	489.20210152157426	538.0043863163229	936.6183854972537	561.2960432099903	578.0922449218542	2376.062476840759	2416.6324510248014	--undefined--	2624.661254925373	2512.155827246353		1
B	02	8	u:	431.7581565214723	384.1457688221105	581.3530135561837	520.1893084204495	358.3908597235709	--undefined--	2314.5450087947643	--undefined--	2118.6796110835353	2135.25419508301		1
B	02	9	I	2454.8794014526525	2469.798721615163	2378.2419980329087	1104.6498760711336	2482.7944622478994	--undefined--	--undefined--	--undefined--	2636.8292127407794	--undefined--		1
B	02	10	A:	777.4072813845886	700.5113635713839	783.2569242721074	867.505817794141	832.2579088751847	--undefined--	--undefined--	--undefined--	2230.863500472765	1817.8706433686643		1
