speaker	recording	vowel	label	F1	F2	include
B	05	30	E:	1025.8328942327637	2689.8665438227235	1
B	05	31	e:	1274.7280288307209	2353.877177611307	1
B	05	32	I	901.5696956744786	1819.5576669125612	1
B	05	33	2:	1133.958765719946	1505.452290567438	1
B	06	0	}:	1000.286310006777	2448.343053342855	1
B	06	1	A:	710.6350444167274	2200.239758150545	1
B	06	2	a	814.1882738624267	2814.200794372977	1
B	06	3	e:	441.4003802059287	2875.6145450898057	1
B	06	4	O	627.0349205976683	2316.188360619327	1
B	06	5	@	663.8003173740767	2592.366486581044	1
B	06	6	E	1613.946611068733	2311.2914399904075	1
B	06	7	@	786.1712700732192	2045.8713952474884	1
B	06	8	a	699.8857677568369	2278.8631443620607	1
B	06	9	}:	1370.5130370185102	1993.2173261830064	1
B	06	10	E	1171.3857180414616	2023.1812685373418	1
B	06	11	A:	725.6175306387651	2442.7864268656426	1
B	06	12	E	933.2064011045517	1979.1352507604931	1
B	06	13	@	1300.3327352684964	1922.8773878575967	1
B	06	14	a	802.9887508854703	2227.5195044056263	1
B	06	15	a	720.8622695663613	2089.235170051132	1
B	06	16	a	755.6649847370265	1618.2824110629142	1
B	06	17	2:	716.236376647802	--undefined--	1
B	06	18	I	524.4850523469206	2443.026324440654	1
B	06	19	I	1166.4410743649519	--undefined--	1
B	06	20	E	1476.9622111244787	1558.437098106843	1
B	06	21	I	739.9601587199389	2556.257335923464	0
B	06	22	a	859.7070452958217	1953.5211996878759	1
B	06	23	a	718.0722382215815	2232.0675449357805	1
B	06	24	u:	458.0431897306375	2236.5502832519032	1
B	06	25	u:	931.0787009532081	2458.7376433030045	1
B	06	26	e:	356.4069974384162	2257.4804781238313	1
B	06	27	a	808.3508407488672	2352.7693668343077	1
B	06	28	e:	365.39361505767295	2265.2317601975346	1
B	06	29	O	727.0242503462996	2297.0756178279976	1
B	06	30	i:	760.9434201430518	2188.0211985389715	1
B	06	31	O	640.7174465106741	2546.3953450076947	1
B	06	32	a	640.1153045494345	2180.3547827985935	1
B	06	33	a	874.8917401836021	2163.2329398651614	1
B	06	34	E:	874.0049823698327	2747.6091594707686	1
B	06	35	@	591.6586668884836	2279.396774601204	1
B	06	36	o:	651.6598893933528	1528.1255567167611	1
B	06	37	@	718.6520385432009	2444.0758891432606	1
B	06	38	a	821.3543953288304	2444.898048377939	1
B	06	39	i:	514.2066915196905	2232.871993392642	1
B	06	40	A:	714.9801068365698	2574.9886792485945	1
B	06	41	@	1246.749008097194	1988.1570390685442	1
B	06	42	a	783.6508854822944	2279.320333224578	1
B	06	43	a	625.8876103849858	2238.5225853282373	1
B	06	44	@	939.917125942021	2324.9557457006777	1
B	06	45	2	473.58203771549995	2199.10458017158	1
B	06	46	I	392.6373215902813	2035.254239227497	1
B	06	47	a	668.481465106044	2225.2911856366804	1
B	06	48	o:	657.2447811266554	2426.150672332204	1
B	06	49	E:	814.5381652519824	2146.0287687194996	1
B	06	50	@	664.8077125170183	2730.480952371076	1
B	06	51	a	775.8361739781209	--undefined--	0
B	06	52	u:	535.6190647884888	2338.9613803933444	1
B	06	53	u:	571.625472354455	2337.879514825866	1
B	06	54	u:	831.5746120660018	2559.7205357409894	0
B	06	55	e:	916.3652914315188	2598.110402492353	1
B	06	56	a	917.951094416336	2281.6938142669565	1
B	07	0	a	840.906075991175	2591.5325718515355	1
B	07	1	I	398.13856889813627	2371.171327297024	1
B	07	2	a	673.998002388539	2369.181398823825	1
B	07	3	u	697.607348337677	2457.4795294668975	1
B	07	4	I	1301.5812555213056	2264.114003650582	1
B	07	5	I	656.0564714734923	2378.341299081973	1
B	07	6	E:	690.909093617041	2116.8117783500197	1
B	07	7	Y	333.0690838209957	2316.4291081367764	1
B	07	8	E	655.4161898914433	2385.2235361111825	1
B	07	9	i:	388.3236941510503	2143.087238104613	1
B	07	10	E:	805.7511074069182	2333.99132041667	1
B	07	11	e:	545.7886250323983	2400.039218402473	1
B	07	12	e:	389.74422763242615	2506.2608801145434	1
B	07	13	I	820.8515754544077	2063.432087453597	1
B	07	14	2:	547.8015258842009	1775.4601250504595	1
B	07	15	i:	1100.7099968866041	1981.8645148185	1
B	07	16	E	987.3141210641004	2223.381130291157	1
B	07	17	E:	792.6042006142174	2000.8825887917978	1
B	07	18	I	660.9004135814492	2336.9351087185387	1
B	07	19	u	519.7563442301522	2079.7593813528583	1
B	07	20	a	733.8302419000628	--undefined--	1
B	07	21	u:	457.4562396934325	2352.525344107242	1
B	07	22	@	488.89181486757724	1790.6762732543104	1
B	08	0	e:	558.4287031529512	2028.4896531568822	1
B	08	1	e:	571.2838457993959	1999.1344604916571	1
B	08	2	@	587.9009491672732	2323.7666542512475	1
B	08	3	I	443.09844258956275	2506.8393156442326	1
B	08	4	@	329.5383640866773	2298.506931675445	0
B	08	5	A:	787.3114717654235	2427.0046363098554	1
B	08	6	E	1227.3076135342014	2407.064931661422	1
B	08	7	@	1268.1377610911352	2251.1475211921147	1
B	08	8	u:	380.2406635449628	1957.6865044134156	1
B	08	9	I	708.1837967103196	2445.746000740957	1
B	09	0	a	767.2666631757116	2417.6478161905143	1
B	09	1	i:	712.1665704613661	2611.824869916527	1
B	09	2	I	904.8086371617196	2402.693614867091	1
B	09	3	I	934.9972192456321	2413.656789705999	1
B	09	4	I	408.6757379577246	2355.333359477336	1
B	09	5	a	796.0951450939814	2261.299237486218	1
B	09	6	E	917.4155354265341	2592.1177720742576	1
B	09	7	@	699.8052772143163	1957.8630048756831	1
B	09	8	o:	379.95908445251115	2350.345097395909	1
B	09	9	a	805.4295773735386	2524.333047620873	1
B	09	10	E	804.7451337056431	1843.0366068330432	1
B	09	11	U	440.54611192236064	2116.364196030288	1
B	09	12	u	509.33414913814886	2367.242678861601	1
B	09	13	a	770.9522235917291	2337.7519536547493	1
B	09	14	E	433.92313161438636	2234.9844210137767	1
B	09	15	O	457.7278403718601	2615.849478846459	1
B	09	16	i:	357.4281955725794	2418.404997830207	1
B	09	17	@	678.4578102721912	2312.7875274997987	1
B	09	18	E:	823.669341520419	2398.532916170365	1
B	09	19	o:	576.686907815346	2273.34288079013	1
B	09	20	E:	1201.7480839889802	2276.8291447751194	1
B	09	21	a	833.7767034404729	2326.752892678437	1
B	09	22	a	778.0275540329008	2539.4548905841084	1
B	09	23	a	756.8213174767302	2332.543825786175	1
B	09	24	e:	557.5318152508249	2347.6464146489398	1
B	10	0	E	795.8730434112528	2108.855046923055	1
B	10	1	y:	401.17537842130446	2547.940757344928	1
B	10	2	O	648.4601987077489	2206.578179258417	1
B	10	3	E	501.47030924665876	2529.95181532421	1
B	10	4	A:	808.7480667024685	2416.332419514102	1
B	10	5	a	733.6929057272655	2348.3209190862726	1
B	10	6	O	675.8717849811903	2725.415002731558	1
B	10	7	a	830.8114528907696	2231.3544867446126	1
B	10	8	A:	773.1571110973061	2629.7486477692482	1
B	10	9	e:	390.91522641621987	2391.0770462903797	1
B	10	10	O	446.9215308702202	1423.3066624542787	1
B	10	11	2:	687.1384104246508	2523.4679215496235	1
B	10	12	y:	373.6970754360633	2414.114774133843	1
B	10	13	a	734.3905179523143	2336.287300795488	1
B	10	14	u:	386.1423609745772	2290.0328756545528	1
B	10	15	a	629.7684657952112	2436.70534134374	1
B	10	16	2:	615.2948911514611	2185.0095380037515	1
B	10	17	I	1503.6370076495455	2409.8144633476836	1
B	10	18	a	845.4899994528432	2265.184893510628	1
B	10	19	o:	707.8232038196408	2466.198240768078	1
B	10	20	A:	773.5311320218705	2407.4890553173345	1
B	10	21	a	757.7911856638298	2217.527117162815	1
B	10	22	E	671.9923530573432	2447.5616779552083	1
B	10	23	@	831.7549612732319	2190.8915242220933	1
B	10	24	a	831.8554489616923	2596.2019925733875	1
B	10	25	u:	637.194454800266	2592.5143760719957	1
B	10	26	u:	550.1762448166504	2518.7432398678275	1
B	10	27	e:	707.684185311837	2302.2676661098035	1
B	10	28	a	728.121922800308	2460.6541881351204	1
B	10	29	e:	716.8025483426503	2574.2954718448664	1
B	10	30	O	927.8277668174457	--undefined--	0
B	10	31	2:	664.6652260512581	1952.9360110403284	1
B	10	32	@	2063.3745588362285	2362.363804840566	1
B	10	33	I	395.40240647163716	2503.3178829051453	1
B	10	34	i:	949.7782479989828	2425.635587141879	1
B	10	35	I	402.73734179541697	2446.4940474421674	1
B	10	36	a	757.8090696204531	2390.80456899543	1
B	10	37	u	1151.398503281706	1860.0058393557865	1
B	10	38	a	766.0229497671558	1893.4239776333766	1
B	10	39	@	826.5527896511845	2187.3746997695775	1
B	10	40	E:	810.0699953245277	2680.7127238146913	1
B	10	41	a	691.638971777416	2436.216852257485	1
B	10	42	@	653.440010090128	2410.4261751551244	1
B	10	43	E	877.8535874236143	2363.182951520127	1
J	01	0	u:	696.7773411484461	2290.835105833177	1
J	01	1	I	639.3238728258666	1869.0134464671066	1
J	01	2	A:	747.3475847136656	1782.7871454125573	1
J	01	3	a	862.9914970559512	1639.8009154885626	1
J	01	4	2	558.4977636806316	1743.4644151471603	1
J	01	5	U	567.4062036516233	1779.641644369672	1
J	01	6	A:	699.2869695279074	2361.1474907348893	1
J	01	7	a	797.0587180340032	1680.356490252822	1
J	01	8	a	612.879531189672	2230.1147599919304	1
J	01	9	o:	635.8355277092861	2791.477494908885	1
J	02	0	Y	1427.6313482319792	1737.9930384896315	1
J	02	1	a	766.3833138769328	2067.560055927017	1
J	02	2	E	795.138684242671	1785.0889875800774	1
J	02	3	I	1023.7330316708852	1731.4535169764085	1
J	02	4	E	906.3711362315956	1381.1466420219665	1
J	02	5	A:	982.7032646646527	2894.3086885539583	1
J	02	6	I	854.9829921075336	1589.4335717360548	1
J	02	7	i:	476.10872623724754	2059.616276613261	1
J	02	8	u:	526.8908036118446	2331.7061862444407	1
J	02	9	I	694.4764261199036	1783.4940788141364	1
J	02	10	A:	720.7827650734057	1786.0410833175604	1
J	02	11	a	923.0348992662815	1863.2981288670408	1
J	02	12	2:	721.621136997452	1683.579639004826	1
J	02	13	E	844.0369680549844	1711.3630750598488	0
J	02	14	U	724.8661252615168	1641.8552690255476	1
J	02	15	A:	681.5058811670932	2272.867196898382	1
J	02	16	a	757.1860750869743	1531.3357651409376	1
J	02	17	a	756.0298625943171	1073.0622135256872	1
J	02	18	o:	551.6642177022975	2176.3726147712114	1
J	02	19	O	591.3845211873111	2057.1105052658604	1
J	02	20	I	485.7654530496044	1808.7709958111136	1
J	02	21	@	593.5326183080016	1576.6910466964794	1
J	02	22	E:	1116.2347112718796	1971.8202010882922	1
J	02	23	@	1045.6139795933852	1681.2450548198572	1
J	02	24	Y	1264.0584026806048	1825.444208562096	1
J	02	25	a	809.0377338495246	1502.382287702624	1
J	02	26	o:	556.3635799078637	2258.575958429294	1
J	02	27	E	768.7555412729435	1522.8687134807064	1
J	02	28	I	518.1885590627416	1709.238571034423	1
J	02	29	O	465.1547140154694	2034.7037780229466	1
J	02	30	A:	735.1206716690668	2237.7606866425003	1
J	02	31	I	1450.145222216196	1930.5874263427606	1
J	02	32	2:	874.3558348753468	1743.0114633448338	1
J	02	33	I	486.3124091112101	1959.5893507253102	1
J	02	34	o:	650.4376798067943	1897.8167269186797	1
J	02	35	i:	1886.3289027447659	1964.7459647909152	1
J	02	36	@	542.5244009263662	1684.9849303121396	1
J	02	37	i:	498.7296930684657	1939.7729176213293	1
J	02	38	u:	556.2427727489413	2160.8336982544242	1
J	02	39	u:	644.9650501548484	1551.5487491870217	1
J	02	40	e:	1044.132148905361	2007.8267994112439	1
J	02	41	a	991.9544784516011	1692.2685021417005	1
J	03	0	a	832.2602977258887	1710.1541554781097	1
J	03	1	A:	735.461118918223	1995.458506780755	1
J	03	2	a	946.4191021781488	1666.387555346133	1
J	03	3	I	381.72772243953153	1750.5711531599109	1
J	03	4	I	1102.3486948320826	1810.6999284596293	1
J	03	5	a	612.3041379653023	1602.8031856045527	1
J	03	6	o:	578.3369888663408	2132.226627014511	1
J	03	7	O	527.0404084362237	1694.055112613694	1
J	03	8	A:	726.4865894017488	2216.7781069468388	1
J	03	9	o:	605.7894960372669	1711.6725944918262	1
J	03	10	@	993.3135029415446	1659.7602078901684	1
J	03	11	o:	607.3533396969972	2314.6491399928486	1
J	03	12	e:	477.57244980605753	1747.5696903403625	1
J	03	13	o:	556.6298067237854	2258.7734965022682	1
J	03	14	E:	846.1247508995491	1768.6223914827242	1
J	03	15	@	783.5674455351095	1793.3499170183863	1
J	03	16	O	877.8631076099752	1473.3759276013836	1
J	03	17	I	1555.7203568615103	1707.4412525413418	1
J	03	18	e:	1027.4499160225776	1802.1950618599487	1
J	03	19	a	990.3348378509178	1708.4168937840614	1
J	03	20	a	974.9083596732942	1675.4969325163036	1
J	03	21	Y	694.2056461333069	1781.7859474081058	1
J	03	22	@	767.0941348033832	1692.9631208605192	1
J	03	23	I	1069.6113255356993	1837.5875439807498	1
J	03	24	a	851.4126550255883	1496.9353453252393	1
J	03	25	@	902.406880866248	1591.6218924067464	1
J	03	26	E	409.87450475527436	1728.5029146095524	1
J	03	27	a	1133.3182634691932	1632.3293059798577	1
J	03	28	e:	741.2388579824145	1752.7936127183611	1
J	03	29	a	773.7105305557849	1676.8533086789087	1
J	03	30	O	563.9957418955208	1973.3082960191844	1
J	03	31	I	727.2324184441327	1798.2858428877175	1
J	03	32	@	919.4510937254393	1653.6865897084508	1
J	04	0	a	847.7993413379409	--undefined--	1
J	04	1	@	857.7935779374795	1464.7875496786196	1
J	04	2	E:	760.7244793633439	1658.617012105297	1
J	04	3	a	685.0618245677889	1708.9251629175385	1
J	04	4	e:	529.4275019552296	1788.165762577251	1
J	04	5	a	558.8028497588244	1681.9268850843673	1
J	04	6	I	768.3807504916141	1802.4047301202695	1
J	04	7	E	405.1706876762428	2065.853601807951	0
J	04	8	U	641.8226530631613	1646.8312110541685	1
J	04	9	A:	699.7689564059681	2404.6423635536426	1
J	04	10	a	633.8363074993125	1634.35780687612	1
J	04	11	a	688.465395869334	2067.791849699014	1
J	04	12	o:	576.1925594981867	2178.3898911717715	1
J	04	13	e:	635.0046922814533	1677.1993944352614	1
J	04	14	u:	630.1013235180814	1986.0842339993985	1
J	04	15	a	819.2748110904838	1331.1532794487857	1
J	04	16	A:	753.1975407879082	--undefined--	1
J	04	17	O	567.2332486836914	--undefined--	1
J	04	18	E	728.6032023799227	1715.261601428495	1
J	04	19	E	821.9786661055493	1893.5541735008221	1
J	04	20	@	586.4989623876638	1804.427540671917	1
J	04	21	u:	528.1347245276945	2034.2158282891437	1
J	04	22	I	706.9153851203373	1749.8931117053414	1
J	05	0	a	834.4305648535595	1577.9535836348748	1
J	05	1	2	625.3752831264071	1598.4386340241006	1
J	05	2	2	737.8411413906694	1594.801488906597	1
J	05	3	e:	690.8782669267523	1553.427363166914	1
J	05	4	u:	560.2622802022142	2283.4766705487746	1
J	05	5	u:	590.6067333909415	1646.5708309106324	1
J	05	6	e:	832.5527811092223	1863.852592567258	1
J	05	7	a	589.1165795649326	1713.7474265441183	1
J	05	8	a	1066.7496275714534	1608.2771180088341	1
J	05	9	e:	496.4019109879766	1828.3706143392199	1
J	05	10	a	994.5711404274117	1610.215589674428	1
J	05	11	@	673.5935289312973	1613.22633284028	1
J	05	12	O	491.933132539194	1970.3002382739514	1
J	05	13	a	814.7059581796996	1284.3958354229717	1
J	05	14	a	1044.915462102449	1595.7806182341515	1
J	05	15	a	1031.7550754958984	2052.8056899415765	1
J	05	16	O	626.6096515886025	2042.6992453747196	1
J	05	17	O	596.9334699917729	2268.3780118566724	1
J	05	18	a	949.6800274680671	1604.241613434657	1
J	05	19	i:	1615.5121586480786	1890.2429157446968	1
J	05	20	E	979.4615084371371	1471.7642388100464	1
J	05	21	E	493.6715989781364	1758.1014727665327	1
J	05	22	@	454.69174696628784	1807.9906065967034	1
J	05	23	a	863.9396929340074	1509.0344794693683	1
J	05	24	u:	476.4117892277467	1967.9710942847778	1
J	05	25	a	919.2548345147678	1884.7490131076847	1
J	05	26	A:	696.0143539363477	1866.6442022794515	1
J	05	27	O	564.0180570693249	2064.697943131437	1
J	05	28	a	697.7177354584501	1568.8726163564609	1
J	05	29	u:	492.2407110222653	2308.9483800154194	1
J	05	30	@	1010.5652941941352	1503.4675637729104	1
J	05	31	E:	791.14933075237	1763.2128918849369	1
J	05	32	e:	621.9047616130399	1993.0379462718042	1
J	05	33	I	615.2400734347519	1907.9394353867174	1
J	05	34	2:	790.5829331063303	1503.3420053098057	1
J	06	0	}:	540.1823866034163	1659.0961195934449	1
J	06	1	A:	718.7744619993107	1372.8099625633954	1
J	06	2	a	801.2639115775863	1400.45798758693	1
J	06	3	@	661.0387522373893	1497.0825978148318	1
J	06	4	O	549.2839085467855	1980.8812667145287	1
J	06	5	@	677.5746948248221	1762.8743152379266	1
J	06	6	E	664.1696763323631	1717.4821274730398	1
J	06	7	@	744.5109886226811	1482.3044730825584	1
J	06	8	a	663.5723180691638	2110.607224236683	1
J	06	9	}:	607.6127816022026	1545.2177607431101	1
J	06	10	E	507.2288615325504	1716.4030518595441	1
J	06	11	A:	771.155060308972	1848.8881885775145	1
J	06	12	E	716.6909482421872	1574.563747933639	1
J	06	13	@	810.208936566407	1492.129414324405	1
J	06	14	a	932.7321549759145	1475.3285684752495	1
J	06	15	a	799.5907173007607	2555.501574858233	1
J	06	16	a	683.574879076499	1937.0022248602038	1
J	06	17	2:	872.5295408039208	1626.0699842639951	1
J	06	18	I	457.01617777430437	1937.6618772343209	1
J	06	19	I	994.0065602134688	1863.3300502481234	1
J	06	20	a	1045.816228863844	1549.0465401598174	0
J	06	21	e	919.1733147819952	1768.7022058617133	0
J	06	22	a	890.5514771363449	1480.556767021805	1
J	06	23	a	684.6897562038569	1417.1533536811169	1
J	06	24	u:	554.6403317117031	2237.1865949360135	1
J	06	25	u:	475.7147443450395	1774.8174614891216	1
J	06	26	e:	1752.6354542796414	1988.7010231957756	1
J	06	27	a	648.0933536649503	1752.5932837331604	1
J	06	28	e:	508.57351722983594	1743.5664961020336	1
J	06	29	O	587.1686920014522	1881.6144405731636	1
J	06	30	i:	1426.5243106672854	2026.6061464518964	1
J	06	31	O	486.352200661604	1906.0473378297083	1
J	06	32	a	701.7878836908552	1509.77351704295	1
J	06	33	a	818.7014989141802	1596.1682814160708	1
J	06	34	E:	799.6386280522994	1468.3204049890455	1
J	06	35	@	448.0313035878649	1817.5832257154736	0
J	06	36	e:	491.8082099340256	1687.1154834923311	1
J	06	37	o:	568.5612349629394	2095.854675865088	1
J	06	38	@	815.8141371571783	1441.8611061168954	1
J	06	39	a	881.8376164598957	1333.3505644856764	1
J	06	40	i:	1792.2514174787852	2253.4290252680794	1
J	06	41	A:	870.1121119614769	1530.9651644872451	1
J	06	42	@	803.4247229337992	1754.9426815870088	1
J	06	43	a	922.7192779561567	1545.7273864037154	1
J	06	44	a	693.2590001160654	1695.7158252234215	1
J	06	45	@	627.2911013892093	1508.273673353306	1
J	06	46	2	604.1539558384117	1766.0144876031031	1
J	06	47	I	620.8834721606826	1755.2441344711938	1
J	06	48	a	796.6922660501973	1696.1761900451365	1
J	06	49	o:	549.572881961437	1922.8559091795098	1
J	06	50	E:	794.9147692319942	1600.8593198604492	1
J	06	51	a	984.4606725042543	1140.6528955070532	1
J	06	52	u:	492.5370547640957	--undefined--	1
J	06	53	u:	514.1786614488722	2506.375962128709	1
J	06	54	u:	909.8079760633287	1725.7601108298452	1
J	06	55	e:	1027.0337415413433	2067.287085699761	1
J	06	56	a	793.1699019354589	1748.0199728247835	1
J	07	0	a	575.5875289796305	1578.0704747487196	0
J	07	1	I	1459.8541487498137	1899.4629830490549	1
J	07	2	a	605.8556166043012	1702.5645608516443	1
J	07	3	u	608.5149932645743	1738.6628539776098	1
J	07	4	I	510.8864606622782	1818.3483382525935	1
J	07	5	I	724.3426070311942	1829.9224722955075	1
J	07	6	E:	1045.270154515698	1434.4420539489001	1
J	07	7	Y	884.5484277605899	1769.8515057298387	1
J	07	8	e:	1683.581690487479	--undefined--	1
J	07	9	i:	1838.5309691931056	2043.1578728147979	1
J	07	10	E:	1043.4981361702312	1867.5663502753507	1
J	07	11	e:	1165.5788754374273	1929.3450551978917	1
J	07	12	e:	504.7312785834116	2026.9620136228766	1
J	07	13	I	993.6008206460448	1949.1769437961584	1
